date,sku_id,loc_id,book_qty,physical_qty,diff_qty,diff_type
2026-06-03,SKU0124,L0444,23,23,0,无差异
2026-06-03,SKU0363,L0614,40,40,0,无差异
2026-06-03,SKU0326,L0700,82,82,0,无差异
2026-06-03,SKU0270,L0553,85,85,0,无差异
2026-06-03,SKU0063,L0460,43,43,0,无差异
2026-06-03,SKU0248,L0373,25,25,0,无差异
2026-06-03,SKU0484,L0090,29,29,0,无差异
2026-06-03,SKU0088,L0750,82,82,0,无差异
2026-06-03,SKU0054,L0686,39,39,0,无差异
2026-06-03,SKU0391,L0237,39,39,0,无差异
2026-06-03,SKU0413,L0106,38,38,0,无差异
2026-06-03,SKU0445,L0689,48,48,0,无差异
2026-06-03,SKU0311,L0649,20,20,0,无差异
2026-06-03,SKU0019,L0761,34,34,0,无差异
2026-06-03,SKU0091,L0617,37,37,0,无差异
2026-06-03,SKU0236,L0442,19,19,0,无差异
2026-06-03,SKU0469,L0296,25,25,0,无差异
2026-06-03,SKU0465,L0255,33,33,0,无差异
2026-06-03,SKU0257,L0715,201,201,0,无差异
2026-06-03,SKU0375,L0253,26,26,0,无差异
2026-06-03,SKU0164,L0082,25,25,0,无差异
2026-06-03,SKU0220,L0282,22,22,0,无差异
2026-06-03,SKU0269,L0147,42,42,0,无差异
2026-06-03,SKU0314,L0570,18,18,0,无差异
2026-06-03,SKU0325,L0364,17,16,-1,盘亏
2026-06-03,SKU0335,L0386,23,23,0,无差异
2026-06-04,SKU0424,L0205,27,27,0,无差异
2026-06-04,SKU0423,L0731,20,20,0,无差异
2026-06-04,SKU0142,L0741,60,60,0,无差异
2026-06-04,SKU0021,L0482,36,36,0,无差异
2026-06-04,SKU0108,L0786,125,125,0,无差异
2026-06-04,SKU0124,L0444,23,23,0,无差异
2026-06-04,SKU0223,L0565,31,31,0,无差异
2026-06-04,SKU0023,L0404,28,28,0,无差异
2026-06-04,SKU0255,L0027,35,35,0,无差异
2026-06-04,SKU0147,L0739,68,68,0,无差异
2026-06-04,SKU0107,L0060,33,33,0,无差异
2026-06-04,SKU0233,L0075,37,37,0,无差异
2026-06-04,SKU0305,L0142,35,35,0,无差异
2026-06-04,SKU0105,L0010,34,34,0,无差异
2026-06-04,SKU0149,L0108,44,44,0,无差异
2026-06-04,SKU0497,L0362,31,31,0,无差异
2026-06-04,SKU0235,L0642,38,38,0,无差异
2026-06-04,SKU0020,L0222,28,28,0,无差异
2026-06-04,SKU0002,L0781,91,91,0,无差异
2026-06-04,SKU0129,L0742,50,50,0,无差异
2026-06-04,SKU0282,L0734,68,68,0,无差异
2026-06-04,SKU0148,L0307,31,31,0,无差异
2026-06-04,SKU0032,L0066,32,32,0,无差异
2026-06-04,SKU0354,L0476,76,76,0,无差异
2026-06-04,SKU0220,L0282,33,33,0,无差异
2026-06-04,SKU0081,L0438,78,78,0,无差异
2026-06-04,SKU0093,L0657,67,67,0,无差异
2026-06-04,SKU0072,L0507,34,34,0,无差异
2026-06-04,SKU0265,L0244,22,22,0,无差异
2026-06-04,SKU0199,L0594,120,120,0,无差异
2026-06-04,SKU0239,L0342,37,37,0,无差异
2026-06-04,SKU0499,L0212,17,17,0,无差异
2026-06-04,SKU0300,L0401,23,23,0,无差异
2026-06-04,SKU0174,L0248,33,33,0,无差异
2026-06-04,SKU0457,L0449,32,32,0,无差异
2026-06-04,SKU0146,L0544,48,48,0,无差异
2026-06-04,SKU0375,L0253,26,26,0,无差异
2026-06-04,SKU0175,L0021,36,39,3,盘盈
2026-06-04,SKU0361,L0207,25,25,0,无差异
2026-06-04,SKU0389,L0477,73,73,0,无差异
2026-06-04,SKU0493,L0087,29,29,0,无差异
2026-06-04,SKU0139,L0662,30,30,0,无差异
2026-06-04,SKU0122,L0317,52,52,0,无差异
2026-06-04,SKU0471,L0320,68,68,0,无差异
2026-06-04,SKU0015,L0454,38,38,0,无差异
2026-06-04,SKU0209,L0337,48,48,0,无差异
2026-06-04,SKU0438,L0719,435,435,0,无差异
2026-06-04,SKU0487,L0658,59,59,0,无差异
2026-06-04,SKU0310,L0127,29,29,0,无差异
2026-06-04,SKU0363,L0614,40,40,0,无差异
2026-06-05,SKU0498,L0097,34,34,0,无差异
2026-06-05,SKU0300,L0401,35,38,3,盘盈
2026-06-05,SKU0393,L0139,28,28,0,无差异
2026-06-05,SKU0262,L0136,29,29,0,无差异
2026-06-05,SKU0127,L0033,41,41,0,无差异
2026-06-05,SKU0136,L0225,30,30,0,无差异
2026-06-05,SKU0473,L0234,44,44,0,无差异
2026-06-05,SKU0482,L0684,39,39,0,无差异
2026-06-05,SKU0239,L0342,37,37,0,无差异
2026-06-05,SKU0417,L0550,69,69,0,无差异
2026-06-05,SKU0187,L0290,35,35,0,无差异
2026-06-05,SKU0243,L0156,38,38,0,无差异
2026-06-05,SKU0405,L0563,30,30,0,无差异
2026-06-05,SKU0174,L0248,33,33,0,无差异
2026-06-05,SKU0188,L0331,16,16,0,无差异
2026-06-05,SKU0045,L0668,81,81,0,无差异
2026-06-05,SKU0216,L0464,41,41,0,无差异
2026-06-05,SKU0494,L0347,44,44,0,无差异
2026-06-05,SKU0076,L0680,328,328,0,无差异
2026-06-05,SKU0124,L0444,23,23,0,无差异
2026-06-05,SKU0053,L0149,30,30,0,无差异
2026-06-05,SKU0090,L0247,29,29,0,无差异
2026-06-05,SKU0025,L0718,344,344,0,无差异
2026-06-05,SKU0342,L0727,48,48,0,无差异
2026-06-05,SKU0135,L0202,35,35,0,无差异
2026-06-05,SKU0398,L0595,110,110,0,无差异
2026-06-05,SKU0449,L0283,37,37,0,无差异
2026-06-05,SKU0039,L0724,53,53,0,无差异
2026-06-05,SKU0091,L0617,34,34,0,无差异
2026-06-05,SKU0368,L0583,52,52,0,无差异
2026-06-05,SKU0493,L0087,29,29,0,无差异
2026-06-05,SKU0425,L0219,41,41,0,无差异
2026-06-05,SKU0468,L0436,49,49,0,无差异
2026-06-05,SKU0382,L0441,31,31,0,无差异
2026-06-05,SKU0211,L0329,26,26,0,无差异
2026-06-05,SKU0164,L0082,29,29,0,无差异
2026-06-05,SKU0339,L0383,40,40,0,无差异
2026-06-05,SKU0423,L0731,20,20,0,无差异
2026-06-05,SKU0047,L0509,42,42,0,无差异
2026-06-05,SKU0475,L0367,33,33,0,无差异
2026-06-05,SKU0490,L0109,32,32,0,无差异
2026-06-05,SKU0081,L0438,92,92,0,无差异
2026-06-05,SKU0130,L0647,35,35,0,无差异
2026-06-05,SKU0331,L0369,38,38,0,无差异
2026-06-05,SKU0374,L0016,28,28,0,无差异
2026-06-05,SKU0080,L0737,53,53,0,无差异
2026-06-05,SKU0411,L0122,27,27,0,无差异
2026-06-05,SKU0112,L0526,28,28,0,无差异
2026-06-05,SKU0289,L0083,31,31,0,无差异
2026-06-05,SKU0492,L0408,27,27,0,无差异
2026-06-06,SKU0258,L0084,24,22,-2,盘亏
2026-06-06,SKU0332,L0759,537,537,0,无差异
2026-06-06,SKU0007,L0395,34,34,0,无差异
2026-06-06,SKU0052,L0793,250,250,0,无差异
2026-06-06,SKU0353,L0361,35,30,-5,盘亏
2026-06-06,SKU0309,L0211,31,31,0,无差异
2026-06-06,SKU0184,L0235,46,46,0,无差异
2026-06-06,SKU0417,L0550,88,88,0,无差异
2026-06-06,SKU0131,L0172,40,40,0,无差异
2026-06-06,SKU0023,L0404,25,25,0,无差异
2026-06-06,SKU0197,L0399,86,86,0,无差异
2026-06-06,SKU0168,L0792,249,249,0,无差异
2026-06-06,SKU0247,L0048,37,37,0,无差异
2026-06-06,SKU0474,L0431,47,47,0,无差异
2026-06-06,SKU0377,L0387,45,45,0,无差异
2026-06-06,SKU0147,L0739,54,54,0,无差异
2026-06-06,SKU0194,L0073,39,39,0,无差异
2026-06-06,SKU0334,L0074,37,37,0,无差异
2026-06-06,SKU0048,L0065,37,37,0,无差异
2026-06-06,SKU0128,L0571,31,31,0,无差异
2026-06-06,SKU0448,L0564,35,35,0,无差异
2026-06-06,SKU0452,L0351,47,47,0,无差异
2026-06-06,SKU0292,L0221,12,9,-3,盘亏
2026-06-06,SKU0394,L0545,63,63,0,无差异
2026-06-06,SKU0067,L0002,28,28,0,无差异
2026-06-06,SKU0177,L0085,30,30,0,无差异
2026-06-06,SKU0043,L0001,25,25,0,无差异
2026-06-06,SKU0482,L0684,37,37,0,无差异
2026-06-06,SKU0280,L0772,58,58,0,无差异
2026-06-06,SKU0141,L0110,40,40,0,无差异
2026-06-06,SKU0173,L0116,51,51,0,无差异
2026-06-06,SKU0161,L0159,50,50,0,无差异
2026-06-06,SKU0414,L0766,35,35,0,无差异
2026-06-06,SKU0337,L0589,84,84,0,无差异
2026-06-06,SKU0263,L0735,57,57,0,无差异
2026-06-06,SKU0397,L0656,57,57,0,无差异
2026-06-06,SKU0218,L0318,64,64,0,无差异
2026-06-06,SKU0442,L0644,38,38,0,无差异
2026-06-06,SKU0251,L0538,45,45,0,无差异
2026-06-06,SKU0363,L0614,40,40,0,无差异
2026-06-06,SKU0303,L0277,67,67,0,无差异
2026-06-06,SKU0152,L0126,26,26,0,无差异
2026-06-06,SKU0071,L0113,41,40,-1,盘亏
2026-06-06,SKU0351,L0549,87,87,0,无差异
2026-06-06,SKU0382,L0441,31,31,0,无差异
2026-06-06,SKU0472,L0392,44,44,0,无差异
2026-06-06,SKU0294,L0504,54,54,0,无差异
2026-06-06,SKU0327,L0562,27,27,0,无差异
2026-06-06,SKU0286,L0501,50,50,0,无差异
2026-06-06,SKU0113,L0145,18,18,0,无差异
2026-06-07,SKU0383,L0747,77,77,0,无差异
2026-06-07,SKU0113,L0145,18,18,0,无差异
2026-06-07,SKU0415,L0652,41,41,0,无差异
2026-06-07,SKU0007,L0395,66,66,0,无差异
2026-06-07,SKU0196,L0580,64,64,0,无差异
2026-06-07,SKU0227,L0621,48,48,0,无差异
2026-06-07,SKU0397,L0656,71,71,0,无差异
2026-06-07,SKU0189,L0523,31,31,0,无差异
2026-06-07,SKU0316,L0590,75,75,0,无差异
2026-06-07,SKU0022,L0026,37,37,0,无差异
2026-06-07,SKU0127,L0033,37,37,0,无差异
2026-06-07,SKU0301,L0748,134,134,0,无差异
2026-06-07,SKU0468,L0436,82,78,-4,盘亏
2026-06-07,SKU0305,L0142,45,45,0,无差异
2026-06-07,SKU0443,L0302,44,44,0,无差异
2026-06-07,SKU0048,L0065,37,37,0,无差异
2026-06-07,SKU0119,L0468,49,49,0,无差异
2026-06-07,SKU0340,L0604,36,36,0,无差异
2026-06-07,SKU0012,L0322,21,24,3,盘盈
2026-06-07,SKU0125,L0377,34,34,0,无差异
2026-06-07,SKU0032,L0066,29,32,3,盘盈
2026-06-07,SKU0207,L0573,50,50,0,无差异
2026-06-07,SKU0065,L0721,44,44,0,无差异
2026-06-07,SKU0442,L0644,38,38,0,无差异
2026-06-07,SKU0191,L0432,55,55,0,无差异
2026-06-07,SKU0437,L0115,54,54,0,无差异
2026-06-07,SKU0483,L0551,70,70,0,无差异
2026-06-07,SKU0264,L0592,71,71,0,无差异
2026-06-07,SKU0246,L0352,69,69,0,无差异
2026-06-07,SKU0497,L0362,15,15,0,无差异
2026-06-07,SKU0447,L0584,67,67,0,无差异
2026-06-07,SKU0424,L0205,26,26,0,无差异
2026-06-07,SKU0372,L0120,33,33,0,无差异
2026-06-07,SKU0045,L0668,105,105,0,无差异
2026-06-07,SKU0116,L0631,90,90,0,无差异
2026-06-07,SKU0097,L0133,35,35,0,无差异
2026-06-07,SKU0205,L0795,404,404,0,无差异
2026-06-07,SKU0433,L0045,34,34,0,无差异
2026-06-07,SKU0058,L0182,27,27,0,无差异
2026-06-07,SKU0101,L0316,51,51,0,无差异
2026-06-07,SKU0103,L0201,23,23,0,无差异
2026-06-07,SKU0295,L0389,53,53,0,无差异
2026-06-07,SKU0284,L0518,101,101,0,无差异
2026-06-07,SKU0328,L0623,63,63,0,无差异
2026-06-07,SKU0115,L0306,18,18,0,无差异
2026-06-07,SKU0220,L0282,28,28,0,无差异
2026-06-07,SKU0169,L0105,33,33,0,无差异
2026-06-07,SKU0150,L0180,34,34,0,无差异
2026-06-07,SKU0498,L0097,46,46,0,无差异
2026-06-07,SKU0471,L0320,87,87,0,无差异
2026-06-08,SKU0137,L0371,33,33,0,无差异
2026-06-08,SKU0119,L0468,45,45,0,无差异
2026-06-08,SKU0127,L0033,37,37,0,无差异
2026-06-08,SKU0021,L0482,49,49,0,无差异
2026-06-08,SKU0290,L0327,24,24,0,无差异
2026-06-08,SKU0195,L0055,42,42,0,无差异
2026-06-08,SKU0318,L0502,66,68,2,盘盈
2026-06-08,SKU0497,L0362,27,27,0,无差异
2026-06-08,SKU0277,L0092,46,46,0,无差异
2026-06-08,SKU0132,L0602,32,32,0,无差异
2026-06-08,SKU0124,L0444,32,32,0,无差异
2026-06-08,SKU0334,L0074,37,37,0,无差异
2026-06-08,SKU0123,L0560,138,138,0,无差异
2026-06-08,SKU0250,L0223,44,44,0,无差异
2026-06-08,SKU0236,L0442,30,30,0,无差异
2026-06-08,SKU0118,L0017,38,38,0,无差异
2026-06-08,SKU0214,L0676,145,145,0,无差异
2026-06-08,SKU0426,L0626,98,98,0,无差异
2026-06-08,SKU0323,L0094,45,45,0,无差异
2026-06-08,SKU0281,L0099,50,50,0,无差异
2026-06-08,SKU0422,L0556,110,110,0,无差异
2026-06-08,SKU0405,L0563,27,27,0,无差异
2026-06-08,SKU0498,L0097,41,41,0,无差异
2026-06-08,SKU0003,L0288,30,30,0,无差异
2026-06-08,SKU0122,L0317,58,58,0,无差异
2026-06-08,SKU0148,L0307,39,39,0,无差异
2026-06-08,SKU0172,L0254,19,20,1,盘盈
2026-06-08,SKU0400,L0210,35,35,0,无差异
2026-06-08,SKU0031,L0690,50,50,0,无差异
2026-06-08,SKU0451,L0706,94,94,0,无差异
2026-06-08,SKU0267,L0581,60,60,0,无差异
2026-06-08,SKU0383,L0747,77,77,0,无差异
2026-06-08,SKU0310,L0127,26,26,0,无差异
2026-06-08,SKU0420,L0332,38,38,0,无差异
2026-06-08,SKU0370,L0198,55,55,0,无差异
2026-06-08,SKU0142,L0741,82,82,0,无差异
2026-06-08,SKU0292,L0221,22,22,0,无差异
2026-06-08,SKU0187,L0290,34,34,0,无差异
2026-06-08,SKU0280,L0772,72,70,-2,盘亏
2026-06-08,SKU0055,L0239,40,40,0,无差异
2026-06-08,SKU0406,L0692,53,53,0,无差异
2026-06-08,SKU0384,L0381,45,45,0,无差异
2026-06-08,SKU0371,L0559,148,148,0,无差异
2026-06-08,SKU0162,L0785,87,87,0,无差异
2026-06-08,SKU0418,L0771,35,35,0,无差异
2026-06-08,SKU0202,L0733,51,51,0,无差异
2026-06-08,SKU0453,L0270,32,32,0,无差异
2026-06-08,SKU0336,L0185,47,47,0,无差异
2026-06-08,SKU0366,L0064,47,47,0,无差异
2026-06-08,SKU0106,L0632,111,111,0,无差异
2026-06-09,SKU0075,L0089,35,35,0,无差异
2026-06-09,SKU0140,L0514,82,82,0,无差异
2026-06-09,SKU0098,L0473,75,75,0,无差异
2026-06-09,SKU0006,L0608,52,52,0,无差异
2026-06-09,SKU0143,L0673,196,196,0,无差异
2026-06-09,SKU0276,L0034,24,24,0,无差异
2026-06-09,SKU0323,L0094,45,45,0,无差异
2026-06-09,SKU0129,L0742,81,81,0,无差异
2026-06-09,SKU0033,L0797,684,684,0,无差异
2026-06-09,SKU0104,L0161,28,28,0,无差异
2026-06-09,SKU0041,L0143,43,43,0,无差异
2026-06-09,SKU0472,L0392,54,54,0,无差异
2026-06-09,SKU0391,L0237,50,50,0,无差异
2026-06-09,SKU0242,L0154,35,35,0,无差异
2026-06-09,SKU0200,L0403,47,47,0,无差异
2026-06-09,SKU0327,L0562,27,27,0,无差异
2026-06-09,SKU0019,L0761,51,51,0,无差异
2026-06-09,SKU0045,L0668,100,100,0,无差异
2026-06-09,SKU0094,L0140,36,36,0,无差异
2026-06-09,SKU0145,L0800,2229,2229,0,无差异
2026-06-09,SKU0223,L0565,35,35,0,无差异
2026-06-09,SKU0328,L0623,60,60,0,无差异
2026-06-09,SKU0480,L0789,129,132,3,盘盈
2026-06-09,SKU0092,L0749,115,115,0,无差异
2026-06-09,SKU0014,L0531,39,39,0,无差异
2026-06-09,SKU0013,L0567,38,38,0,无差异
2026-06-09,SKU0358,L0004,43,43,0,无差异
2026-06-09,SKU0227,L0621,32,32,0,无差异
2026-06-09,SKU0215,L0146,26,26,0,无差异
2026-06-09,SKU0050,L0051,48,48,0,无差异
2026-06-09,SKU0184,L0235,52,51,-1,盘亏
2026-06-09,SKU0449,L0283,45,45,0,无差异
2026-06-09,SKU0255,L0027,41,41,0,无差异
2026-06-09,SKU0438,L0719,429,429,0,无差异
2026-06-09,SKU0051,L0344,29,29,0,无差异
2026-06-09,SKU0386,L0168,35,35,0,无差异
2026-06-09,SKU0352,L0061,38,38,0,无差异
2026-06-09,SKU0457,L0449,44,43,-1,盘亏
2026-06-09,SKU0467,L0532,48,48,0,无差异
2026-06-09,SKU0432,L0628,67,67,0,无差异
2026-06-09,SKU0393,L0139,36,36,0,无差异
2026-06-09,SKU0419,L0627,92,92,0,无差异
2026-06-09,SKU0067,L0002,28,28,0,无差异
2026-06-09,SKU0244,L0125,33,36,3,盘盈
2026-06-09,SKU0233,L0075,43,43,0,无差异
2026-06-09,SKU0085,L0711,128,128,0,无差异
2026-06-09,SKU0165,L0291,31,31,0,无差异
2026-06-09,SKU0319,L0461,33,33,0,无差异
2026-06-09,SKU0275,L0049,34,34,0,无差异
2026-06-09,SKU0264,L0592,89,89,0,无差异
2026-06-10,SKU0263,L0735,65,65,0,无差异
2026-06-10,SKU0031,L0690,61,61,0,无差异
2026-06-10,SKU0235,L0642,47,47,0,无差异
2026-06-10,SKU0144,L0354,47,47,0,无差异
2026-06-10,SKU0323,L0094,45,45,0,无差异
2026-06-10,SKU0415,L0652,52,52,0,无差异
2026-06-10,SKU0378,L0209,44,44,0,无差异
2026-06-10,SKU0010,L0598,178,178,0,无差异
2026-06-10,SKU0489,L0729,69,69,0,无差异
2026-06-10,SKU0200,L0403,47,43,-4,盘亏
2026-06-10,SKU0249,L0790,119,119,0,无差异
2026-06-10,SKU0355,L0357,53,53,0,无差异
2026-06-10,SKU0271,L0246,41,46,5,盘盈
2026-06-10,SKU0471,L0320,78,73,-5,盘亏
2026-06-10,SKU0157,L0616,70,70,0,无差异
2026-06-10,SKU0035,L0314,62,62,0,无差异
2026-06-10,SKU0093,L0657,82,82,0,无差异
2026-06-10,SKU0033,L0797,625,625,0,无差异
2026-06-10,SKU0267,L0581,72,72,0,无差异
2026-06-10,SKU0132,L0602,44,44,0,无差异
2026-06-10,SKU0488,L0191,56,53,-3,盘亏
2026-06-10,SKU0098,L0473,69,69,0,无差异
2026-06-10,SKU0455,L0639,170,170,0,无差异
2026-06-10,SKU0441,L0633,160,160,0,无差异
2026-06-10,SKU0430,L0685,52,52,0,无差异
2026-06-10,SKU0477,L0321,30,30,0,无差异
2026-06-10,SKU0268,L0175,49,49,0,无差异
2026-06-10,SKU0181,L0275,71,71,0,无差异
2026-06-10,SKU0089,L0707,116,116,0,无差异
2026-06-10,SKU0483,L0551,57,57,0,无差异
2026-06-10,SKU0376,L0271,45,45,0,无差异
2026-06-10,SKU0487,L0658,76,76,0,无差异
2026-06-10,SKU0252,L0650,51,51,0,无差异
2026-06-10,SKU0404,L0712,136,135,-1,盘亏
2026-06-10,SKU0416,L0111,25,25,0,无差异
2026-06-10,SKU0067,L0002,28,28,0,无差异
2026-06-10,SKU0494,L0347,52,52,0,无差异
2026-06-10,SKU0259,L0695,66,66,0,无差异
2026-06-10,SKU0492,L0408,42,42,0,无差异
2026-06-10,SKU0361,L0207,43,43,0,无差异
2026-06-10,SKU0244,L0125,45,45,0,无差异
2026-06-10,SKU0300,L0401,40,40,0,无差异
2026-06-10,SKU0143,L0673,189,192,3,盘盈
2026-06-10,SKU0310,L0127,37,37,0,无差异
2026-06-10,SKU0105,L0010,46,46,0,无差异
2026-06-10,SKU0168,L0792,333,333,0,无差异
2026-06-10,SKU0074,L0425,33,33,0,无差异
2026-06-10,SKU0116,L0631,118,118,0,无差异
2026-06-10,SKU0148,L0307,35,35,0,无差异
2026-06-10,SKU0166,L0118,69,69,0,无差异
2026-06-11,SKU0372,L0120,44,44,0,无差异
2026-06-11,SKU0017,L0368,46,46,0,无差异
2026-06-11,SKU0207,L0573,46,46,0,无差异
2026-06-11,SKU0153,L0713,145,145,0,无差异
2026-06-11,SKU0253,L0148,44,44,0,无差异
2026-06-11,SKU0027,L0558,143,143,0,无差异
2026-06-11,SKU0493,L0087,45,41,-4,盘亏
2026-06-11,SKU0484,L0090,27,27,0,无差异
2026-06-11,SKU0138,L0335,42,42,0,无差异
2026-06-11,SKU0181,L0275,71,71,0,无差异
2026-06-11,SKU0321,L0452,47,47,0,无差异
2026-06-11,SKU0329,L0537,60,60,0,无差异
2026-06-11,SKU0388,L0708,141,141,0,无差异
2026-06-11,SKU0248,L0373,40,40,0,无差异
