rank,sku_id,outbound_lines,share,cum_share,abc_class
45,SKU0441,162,0.00367172094920786,0.4880669069150745,A
46,SKU0162,161,0.0036490560050769475,0.4917159629201514,A
47,SKU0284,161,0.0036490560050769475,0.49536501892522833,A
48,SKU0199,153,0.003467736452029646,0.49883275537725796,A
49,SKU0398,151,0.0034224065637678204,0.5022551619410258,A
50,SKU0264,148,0.0033544117313750823,0.5056095736724009,A
51,SKU0059,145,0.003286416898982344,0.5088959905713832,A
52,SKU0287,140,0.0031730921783277802,0.512069082749711,A
53,SKU0456,139,0.0031504272341968675,0.5152195099839079,A
54,SKU0116,138,0.003127762290065955,0.5183472722739738,A
55,SKU0350,138,0.003127762290065955,0.5214750345640398,A
56,SKU0089,137,0.003105097345935042,0.5245801319099748,A
57,SKU0198,133,0.0030144375694113913,0.5275945694793862,A
58,SKU0388,132,0.0029917726252804786,0.5305863421046667,A
59,SKU0261,130,0.002946442737018653,0.5335327848416853,A
60,SKU0379,127,0.002878447904625915,0.5364112327463112,A
61,SKU0451,127,0.002878447904625915,0.5392896806509371,A
62,SKU0002,125,0.0028331180163640897,0.5421227986673012,A
63,SKU0348,125,0.0028331180163640897,0.5449559166836653,A
64,SKU0045,124,0.002810453072233177,0.5477663697558984,A
65,SKU0357,124,0.002810453072233177,0.5505768228281316,A
66,SKU0389,124,0.002810453072233177,0.5533872759003647,A
67,SKU0192,123,0.0027877881281022643,0.5561750640284671,A
68,SKU0081,120,0.002719793295709526,0.5588948573241765,A
69,SKU0409,120,0.002719793295709526,0.561614650619886,A
70,SKU0232,119,0.0026971283515786135,0.5643117789714647,A
71,SKU0432,117,0.002651798463316788,0.5669635774347814,A
72,SKU0270,111,0.0025158087985313114,0.5694793862333127,A
73,SKU0354,108,0.0024478139661385733,0.5719272001994513,A
74,SKU0005,107,0.0024251490220076606,0.574352349221459,A
75,SKU0140,106,0.002402484077876748,0.5767548332993357,A
76,SKU0316,104,0.0023571541896149225,0.5791119874889507,A
77,SKU0070,103,0.0023344892454840098,0.5814464767344346,A
78,SKU0279,103,0.0023344892454840098,0.5837809659799186,A
79,SKU0483,103,0.0023344892454840098,0.5861154552254025,A
80,SKU0064,102,0.002311824301353097,0.5884272795267557,A
81,SKU0142,102,0.002311824301353097,0.5907391038281088,A
82,SKU0417,102,0.002311824301353097,0.5930509281294619,A
83,SKU0001,100,0.0022664944130912717,0.5953174225425532,A
84,SKU0419,100,0.0022664944130912717,0.5975839169556444,A
85,SKU0060,97,0.0021984995806985336,0.5997824165363429,A
86,SKU0351,97,0.0021984995806985336,0.6019809161170414,A
87,SKU0147,95,0.002153169692436708,0.6041340858094781,A
88,SKU0306,95,0.002153169692436708,0.6062872555019149,A
89,SKU0204,94,0.0021305047483057954,0.6084177602502207,A
90,SKU0197,93,0.0021078398041748827,0.6105256000543955,A
91,SKU0337,93,0.0021078398041748827,0.6126334398585703,A
92,SKU0030,92,0.00208517486004397,0.6147186147186143,A
93,SKU0129,91,0.0020625099159130573,0.6167811246345274,A
94,SKU0044,90,0.0020398449717821446,0.6188209696063095,A
95,SKU0139,90,0.0020398449717821446,0.6208608145780916,A
96,SKU0191,90,0.0020398449717821446,0.6229006595498737,A
97,SKU0471,90,0.0020398449717821446,0.6249405045216558,A
98,SKU0426,89,0.002017180027651232,0.6269576845493071,A
99,SKU0245,88,0.0019945150835203192,0.6289521996328274,A
100,SKU0163,87,0.0019718501393894065,0.6309240497722168,A
101,SKU0047,86,0.0019491851952584936,0.6328732349674753,A
102,SKU0159,86,0.0019491851952584936,0.6348224201627337,A
103,SKU0338,86,0.0019491851952584936,0.6367716053579922,A
104,SKU0036,85,0.001926520251127581,0.6386981256091198,A
105,SKU0283,84,0.0019038553069966682,0.6406019809161164,A
106,SKU0427,83,0.0018811903628657555,0.6424831712789821,A
107,SKU0468,83,0.0018811903628657555,0.6443643616418478,A
108,SKU0098,82,0.0018585254187348428,0.6462228870605827,A
109,SKU0201,81,0.00183586047460393,0.6480587475351867,A
110,SKU0355,80,0.0018131955304730174,0.6498719430656597,A
111,SKU0093,78,0.001767865642211192,0.6516398087078709,A
112,SKU0312,78,0.001767865642211192,0.6534076743500821,A
113,SKU0259,77,0.0017452006980802793,0.6551528750481623,A
114,SKU0034,76,0.0017225357539493666,0.6568754108021116,A
115,SKU0111,76,0.0017225357539493666,0.658597946556061,A
116,SKU0230,76,0.0017225357539493666,0.6603204823100103,A
117,SKU0080,75,0.0016998708098184539,0.6620203531198288,A
118,SKU0227,75,0.0016998708098184539,0.6637202239296472,A
119,SKU0328,75,0.0016998708098184539,0.6654200947394657,A
120,SKU0084,74,0.0016772058656875412,0.6670973006051533,A
121,SKU0282,74,0.0016772058656875412,0.6687745064708408,A
122,SKU0326,73,0.0016545409215566285,0.6704290473923974,A
123,SKU0447,73,0.0016545409215566285,0.672083588313954,A
124,SKU0487,73,0.0016545409215566285,0.6737381292355106,A
125,SKU0007,72,0.0016318759774257157,0.6753700052129363,A
126,SKU0121,71,0.0016092110332948028,0.6769792162462311,A
127,SKU0394,71,0.0016092110332948028,0.678588427279526,A
128,SKU0072,70,0.0015865460891638901,0.6801749733686898,A
129,SKU0146,70,0.0015865460891638901,0.6817615194578537,A
130,SKU0202,70,0.0015865460891638901,0.6833480655470175,A
131,SKU0263,70,0.0015865460891638901,0.6849346116361814,A
132,SKU0368,70,0.0015865460891638901,0.6865211577253453,A
133,SKU0431,70,0.0015865460891638901,0.6881077038145091,A
134,SKU0474,70,0.0015865460891638901,0.689694249903673,A
135,SKU0196,69,0.0015638811450329774,0.691258131048706,A
136,SKU0101,68,0.0015412162009020647,0.6927993472496081,A
137,SKU0218,68,0.0015412162009020647,0.6943405634505102,A
138,SKU0318,68,0.0015412162009020647,0.6958817796514123,A
139,SKU0406,68,0.0015412162009020647,0.6974229958523144,A
140,SKU0293,67,0.001518551256771152,0.6989415471090855,A
141,SKU0119,66,0.0014958863126402393,0.7004374334217257,A
142,SKU0122,66,0.0014958863126402393,0.7019333197343659,B
143,SKU0335,66,0.0014958863126402393,0.7034292060470061,B
144,SKU0056,65,0.0014732213685093266,0.7049024274155155,B
145,SKU0126,65,0.0014732213685093266,0.7063756487840248,B
146,SKU0221,65,0.0014732213685093266,0.7078488701525342,B
147,SKU0308,65,0.0014732213685093266,0.7093220915210435,B
148,SKU0452,65,0.0014732213685093266,0.7107953128895529,B
149,SKU0210,64,0.001450556424378414,0.7122458693139313,B
150,SKU0222,64,0.001450556424378414,0.7136964257383097,B
151,SKU0440,64,0.001450556424378414,0.7151469821626881,B
152,SKU0091,63,0.0014278914802475012,0.7165748736429356,B
153,SKU0216,63,0.0014278914802475012,0.7180027651231831,B
154,SKU0303,63,0.0014278914802475012,0.7194306566034305,B
155,SKU0342,63,0.0014278914802475012,0.720858548083678,B
156,SKU0157,62,0.0014052265361165885,0.7222637746197946,B
157,SKU0217,62,0.0014052265361165885,0.7236690011559113,B
158,SKU0423,62,0.0014052265361165885,0.7250742276920279,B
159,SKU0055,61,0.0013825615919856758,0.7264567892840136,B
160,SKU0288,61,0.0013825615919856758,0.7278393508759993,B
161,SKU0391,61,0.0013825615919856758,0.729221912467985,B
162,SKU0035,60,0.001359896647854763,0.7305818091158397,B
163,SKU0346,60,0.001359896647854763,0.7319417057636944,B
164,SKU0418,60,0.001359896647854763,0.7333016024115492,B
165,SKU0472,60,0.001359896647854763,0.7346614990594039,B
166,SKU0180,58,0.0013145667595929377,0.7359760658189969,B
167,SKU0246,58,0.0013145667595929377,0.7372906325785898,B
168,SKU0365,58,0.0013145667595929377,0.7386051993381828,B
169,SKU0372,58,0.0013145667595929377,0.7399197660977758,B
170,SKU0397,58,0.0013145667595929377,0.7412343328573687,B
171,SKU0489,58,0.0013145667595929377,0.7425488996169617,B
172,SKU0294,57,0.001291901815462025,0.7438408014324237,B
173,SKU0415,57,0.001291901815462025,0.7451327032478857,B
174,SKU0229,56,0.0012692368713311123,0.7464019401192168,B
175,SKU0260,56,0.0012692368713311123,0.7476711769905479,B
176,SKU0267,56,0.0012692368713311123,0.7489404138618789,B
177,SKU0360,56,0.0012692368713311123,0.75020965073321,B
178,SKU0176,55,0.0012465719272001994,0.7514562226604102,B
179,SKU0363,55,0.0012465719272001994,0.7527027945876105,B
180,SKU0184,54,0.0012239069830692866,0.7539267015706798,B
181,SKU0286,54,0.0012239069830692866,0.755150608553749,B
182,SKU0439,54,0.0012239069830692866,0.7563745155368183,B
183,SKU0009,53,0.001201242038938374,0.7575757575757567,B
184,SKU0228,53,0.001201242038938374,0.758776999614695,B
185,SKU0280,53,0.001201242038938374,0.7599782416536334,B
186,SKU0370,53,0.001201242038938374,0.7611794836925717,B
187,SKU0377,53,0.001201242038938374,0.7623807257315101,B
188,SKU0231,52,0.0011785770948074612,0.7635593028263176,B
189,SKU0295,52,0.0011785770948074612,0.7647378799211251,B
190,SKU0319,52,0.0011785770948074612,0.7659164570159326,B
191,SKU0016,51,0.0011559121506765485,0.7670723691666091,B
192,SKU0051,51,0.0011559121506765485,0.7682282813172857,B
193,SKU0074,51,0.0011559121506765485,0.7693841934679623,B
194,SKU0193,51,0.0011559121506765485,0.7705401056186388,B
195,SKU0234,51,0.0011559121506765485,0.7716960177693154,B
196,SKU0364,51,0.0011559121506765485,0.772851929919992,B
197,SKU0444,51,0.0011559121506765485,0.7740078420706685,B
198,SKU0031,50,0.0011332472065456358,0.7751410892772141,B
199,SKU0046,50,0.0011332472065456358,0.7762743364837598,B
200,SKU0054,50,0.0011332472065456358,0.7774075836903054,B
201,SKU0179,50,0.0011332472065456358,0.778540830896851,B
202,SKU0208,50,0.0011332472065456358,0.7796740781033966,B
203,SKU0336,50,0.0011332472065456358,0.7808073253099422,B
204,SKU0339,50,0.0011332472065456358,0.7819405725164879,B
205,SKU0373,50,0.0011332472065456358,0.7830738197230335,B
206,SKU0414,50,0.0011332472065456358,0.7842070669295791,B
207,SKU0006,49,0.0011105822624147231,0.7853176491919938,B
208,SKU0008,49,0.0011105822624147231,0.7864282314544084,B
209,SKU0130,49,0.0011105822624147231,0.7875388137168231,B
210,SKU0148,49,0.0011105822624147231,0.7886493959792378,B
211,SKU0156,49,0.0011105822624147231,0.7897599782416524,B
212,SKU0380,49,0.0011105822624147231,0.7908705605040671,B
213,SKU0004,48,0.0010879173182838104,0.791958477822351,B
214,SKU0082,48,0.0010879173182838104,0.7930463951406348,B
215,SKU0396,48,0.0010879173182838104,0.7941343124589186,B
216,SKU0494,48,0.0010879173182838104,0.7952222297772025,B
217,SKU0114,47,0.0010652523741528977,0.7962874821513554,B
218,SKU0133,47,0.0010652523741528977,0.7973527345255083,B
219,SKU0161,47,0.0010652523741528977,0.7984179868996611,B
220,SKU0311,47,0.0010652523741528977,0.799483239273814,B
221,SKU0392,47,0.0010652523741528977,0.8005484916479669,B
222,SKU0462,47,0.0010652523741528977,0.8016137440221198,B
223,SKU0087,46,0.001042587430021985,0.8026563314521418,B
224,SKU0170,46,0.001042587430021985,0.8036989188821637,B
225,SKU0219,46,0.001042587430021985,0.8047415063121857,B
226,SKU0243,46,0.001042587430021985,0.8057840937422076,B
227,SKU0251,46,0.001042587430021985,0.8068266811722296,B
228,SKU0369,46,0.001042587430021985,0.8078692686022515,B
229,SKU0412,46,0.001042587430021985,0.8089118560322734,B
230,SKU0144,45,0.0010199224858910723,0.8099317785181646,B
231,SKU0154,45,0.0010199224858910723,0.8109517010040557,B
232,SKU0167,45,0.0010199224858910723,0.8119716234899468,B
233,SKU0182,45,0.0010199224858910723,0.8129915459758379,B
234,SKU0207,45,0.0010199224858910723,0.814011468461729,B
235,SKU0390,45,0.0010199224858910723,0.8150313909476201,B
236,SKU0430,45,0.0010199224858910723,0.8160513134335112,B
237,SKU0436,45,0.0010199224858910723,0.8170712359194023,B
238,SKU0442,45,0.0010199224858910723,0.8180911584052935,B
239,SKU0445,45,0.0010199224858910723,0.8191110808911846,B
240,SKU0460,45,0.0010199224858910723,0.8201310033770757,B
241,SKU0481,45,0.0010199224858910723,0.8211509258629668,B
242,SKU0181,44,0.0009972575417601596,0.822148183404727,B
243,SKU0189,44,0.0009972575417601596,0.8231454409464871,B
244,SKU0298,44,0.0009972575417601596,0.8241426984882473,B
245,SKU0345,44,0.0009972575417601596,0.8251399560300074,B
246,SKU0113,43,0.0009745925976292468,0.8261145486276367,B
247,SKU0322,43,0.0009745925976292468,0.8270891412252659,B
248,SKU0395,43,0.0009745925976292468,0.8280637338228951,B
249,SKU0428,43,0.0009745925976292468,0.8290383264205243,B
250,SKU0479,43,0.0009745925976292468,0.8300129190181535,B
251,SKU0039,42,0.0009519276534983341,0.8309648466716519,B
252,SKU0057,42,0.0009519276534983341,0.8319167743251503,B
253,SKU0115,42,0.0009519276534983341,0.8328687019786487,B
254,SKU0127,42,0.0009519276534983341,0.8338206296321471,B
255,SKU0242,42,0.0009519276534983341,0.8347725572856455,B
256,SKU0340,42,0.0009519276534983341,0.8357244849391439,B
257,SKU0453,42,0.0009519276534983341,0.8366764125926422,B
258,SKU0018,41,0.0009292627093674214,0.8376056753020097,B
259,SKU0128,41,0.0009292627093674214,0.8385349380113771,B
260,SKU0224,41,0.0009292627093674214,0.8394642007207446,B
261,SKU0292,41,0.0009292627093674214,0.840393463430112,B
262,SKU0376,41,0.0009292627093674214,0.8413227261394794,B
263,SKU0387,41,0.0009292627093674214,0.8422519888488469,B
264,SKU0029,40,0.0009065977652365087,0.8431585866140834,B
265,SKU0235,40,0.0009065977652365087,0.8440651843793199,B
266,SKU0237,40,0.0009065977652365087,0.8449717821445564,B
267,SKU0241,40,0.0009065977652365087,0.8458783799097929,B
268,SKU0252,40,0.0009065977652365087,0.8467849776750294,B
269,SKU0304,40,0.0009065977652365087,0.8476915754402659,B
270,SKU0327,40,0.0009065977652365087,0.8485981732055023,B
271,SKU0448,40,0.0009065977652365087,0.8495047709707388,B
272,SKU0467,40,0.0009065977652365087,0.8504113687359753,B
273,SKU0497,40,0.0009065977652365087,0.8513179665012118,B
274,SKU0065,39,0.000883932821105596,0.8522018993223174,B
275,SKU0068,39,0.000883932821105596,0.8530858321434229,B
276,SKU0069,39,0.000883932821105596,0.8539697649645285,B
277,SKU0095,39,0.000883932821105596,0.854853697785634,B
278,SKU0329,39,0.000883932821105596,0.8557376306067396,B
279,SKU0381,39,0.000883932821105596,0.8566215634278451,B
280,SKU0015,38,0.0008612678769746833,0.8574828313048198,B
281,SKU0023,38,0.0008612678769746833,0.8583440991817946,B
282,SKU0040,38,0.0008612678769746833,0.8592053670587693,B
283,SKU0071,38,0.0008612678769746833,0.860066634935744,B
284,SKU0173,38,0.0008612678769746833,0.8609279028127187,B
285,SKU0233,38,0.0008612678769746833,0.8617891706896934,B
286,SKU0285,38,0.0008612678769746833,0.8626504385666681,B
287,SKU0393,38,0.0008612678769746833,0.8635117064436428,B
288,SKU0405,38,0.0008612678769746833,0.8643729743206175,B
289,SKU0473,38,0.0008612678769746833,0.8652342421975923,B
290,SKU0482,38,0.0008612678769746833,0.866095510074567,B
291,SKU0500,38,0.0008612678769746833,0.8669567779515417,B
292,SKU0003,37,0.0008386029328437706,0.8677953808843855,B
293,SKU0063,37,0.0008386029328437706,0.8686339838172292,B
294,SKU0120,37,0.0008386029328437706,0.869472586750073,B
295,SKU0186,37,0.0008386029328437706,0.8703111896829168,B
296,SKU0238,37,0.0008386029328437706,0.8711497926157605,B
297,SKU0254,37,0.0008386029328437706,0.8719883955486043,B
298,SKU0269,37,0.0008386029328437706,0.8728269984814481,B
299,SKU0276,37,0.0008386029328437706,0.8736656014142918,B
300,SKU0343,37,0.0008386029328437706,0.8745042043471356,B
301,SKU0450,37,0.0008386029328437706,0.8753428072799794,B
302,SKU0478,37,0.0008386029328437706,0.8761814102128231,B
303,SKU0112,36,0.0008159379887128579,0.876997348201536,B
304,SKU0239,36,0.0008159379887128579,0.8778132861902488,B
305,SKU0314,36,0.0008159379887128579,0.8786292241789616,B
306,SKU0461,36,0.0008159379887128579,0.8794451621676744,B
307,SKU0463,36,0.0008159379887128579,0.8802611001563873,B
308,SKU0465,36,0.0008159379887128579,0.8810770381451001,B
309,SKU0488,36,0.0008159379887128579,0.8818929761338129,B
310,SKU0038,35,0.0007932730445819451,0.8826862491783949,B
311,SKU0062,35,0.0007932730445819451,0.8834795222229769,B
312,SKU0066,35,0.0007932730445819451,0.8842727952675589,B
313,SKU0100,35,0.0007932730445819451,0.8850660683121409,B
314,SKU0132,35,0.0007932730445819451,0.8858593413567228,B
315,SKU0141,35,0.0007932730445819451,0.8866526144013048,B
316,SKU0273,35,0.0007932730445819451,0.8874458874458868,B
317,SKU0302,35,0.0007932730445819451,0.8882391604904688,B
318,SKU0367,35,0.0007932730445819451,0.8890324335350508,B
319,SKU0437,35,0.0007932730445819451,0.8898257065796328,B
320,SKU0013,34,0.0007706081004510324,0.8905963146800838,B
321,SKU0099,34,0.0007706081004510324,0.8913669227805349,B
322,SKU0194,34,0.0007706081004510324,0.8921375308809859,B
323,SKU0290,34,0.0007706081004510324,0.892908138981437,B
324,SKU0330,34,0.0007706081004510324,0.893678747081888,B
325,SKU0347,34,0.0007706081004510324,0.894449355182339,B
326,SKU0366,34,0.0007706081004510324,0.8952199632827901,B
327,SKU0408,34,0.0007706081004510324,0.8959905713832411,B
328,SKU0019,33,0.0007479431563201197,0.8967385145395612,B
329,SKU0020,33,0.0007479431563201197,0.8974864576958813,B
330,SKU0026,33,0.0007479431563201197,0.8982344008522014,B
331,SKU0037,33,0.0007479431563201197,0.8989823440085215,B
332,SKU0053,33,0.0007479431563201197,0.8997302871648416,B
333,SKU0094,33,0.0007479431563201197,0.9004782303211617,B
334,SKU0110,33,0.0007479431563201197,0.9012261734774818,C
335,SKU0134,33,0.0007479431563201197,0.9019741166338019,C
336,SKU0138,33,0.0007479431563201197,0.902722059790122,C
337,SKU0149,33,0.0007479431563201197,0.9034700029464421,C
338,SKU0213,33,0.0007479431563201197,0.9042179461027622,C
339,SKU0223,33,0.0007479431563201197,0.9049658892590823,C
340,SKU0253,33,0.0007479431563201197,0.9057138324154024,C
341,SKU0296,33,0.0007479431563201197,0.9064617755717225,C
342,SKU0320,33,0.0007479431563201197,0.9072097187280426,C
343,SKU0384,33,0.0007479431563201197,0.9079576618843627,C
344,SKU0416,33,0.0007479431563201197,0.9087056050406828,C
345,SKU0485,33,0.0007479431563201197,0.9094535481970029,C
346,SKU0492,33,0.0007479431563201197,0.910201491353323,C
347,SKU0073,32,0.000725278212189207,0.9109267695655122,C
348,SKU0078,32,0.000725278212189207,0.9116520477777015,C
349,SKU0079,32,0.000725278212189207,0.9123773259898907,C
350,SKU0105,32,0.000725278212189207,0.91310260420208,C
351,SKU0158,32,0.000725278212189207,0.9138278824142693,C
352,SKU0166,32,0.000725278212189207,0.9145531606264585,C
353,SKU0188,32,0.000725278212189207,0.9152784388386478,C
354,SKU0190,32,0.000725278212189207,0.916003717050837,C
355,SKU0352,32,0.000725278212189207,0.9167289952630263,C
356,SKU0359,32,0.000725278212189207,0.9174542734752156,C
357,SKU0402,32,0.000725278212189207,0.9181795516874048,C
358,SKU0410,32,0.000725278212189207,0.9189048298995941,C
359,SKU0434,32,0.000725278212189207,0.9196301081117834,C
360,SKU0443,32,0.000725278212189207,0.9203553863239726,C
361,SKU0490,32,0.000725278212189207,0.9210806645361619,C
362,SKU0012,31,0.0007026132680582942,0.9217832778042202,C
363,SKU0024,31,0.0007026132680582942,0.9224858910722785,C
364,SKU0103,31,0.0007026132680582942,0.9231885043403368,C
365,SKU0125,31,0.0007026132680582942,0.9238911176083952,C
366,SKU0160,31,0.0007026132680582942,0.9245937308764535,C
367,SKU0211,31,0.0007026132680582942,0.9252963441445118,C
368,SKU0212,31,0.0007026132680582942,0.9259989574125701,C
369,SKU0262,31,0.0007026132680582942,0.9267015706806284,C
370,SKU0297,31,0.0007026132680582942,0.9274041839486867,C
371,SKU0313,31,0.0007026132680582942,0.928106797216745,C
372,SKU0321,31,0.0007026132680582942,0.9288094104848034,C
373,SKU0333,31,0.0007026132680582942,0.9295120237528617,C
374,SKU0401,31,0.0007026132680582942,0.93021463702092,C
375,SKU0403,31,0.0007026132680582942,0.9309172502889783,C
376,SKU0420,31,0.0007026132680582942,0.9316198635570366,C
377,SKU0470,31,0.0007026132680582942,0.932322476825095,C
378,SKU0032,30,0.0006799483239273815,0.9330024251490223,C
379,SKU0118,30,0.0006799483239273815,0.9336823734729497,C
380,SKU0155,30,0.0006799483239273815,0.9343623217968771,C
381,SKU0178,30,0.0006799483239273815,0.9350422701208044,C
382,SKU0185,30,0.0006799483239273815,0.9357222184447318,C
383,SKU0215,30,0.0006799483239273815,0.9364021667686592,C
384,SKU0307,30,0.0006799483239273815,0.9370821150925865,C
385,SKU0477,30,0.0006799483239273815,0.9377620634165139,C
386,SKU0498,30,0.0006799483239273815,0.9384420117404413,C
387,SKU0117,29,0.0006572833797964688,0.9390992951202377,C
388,SKU0137,29,0.0006572833797964688,0.9397565785000341,C
389,SKU0150,29,0.0006572833797964688,0.9404138618798306,C
390,SKU0171,29,0.0006572833797964688,0.941071145259627,C
391,SKU0250,29,0.0006572833797964688,0.9417284286394234,C
392,SKU0256,29,0.0006572833797964688,0.9423857120192198,C
393,SKU0475,29,0.0006572833797964688,0.9430429953990163,C
394,SKU0017,28,0.0006346184356655561,0.9436776138346818,C
395,SKU0050,28,0.0006346184356655561,0.9443122322703474,C
396,SKU0075,28,0.0006346184356655561,0.944946850706013,C
397,SKU0136,28,0.0006346184356655561,0.9455814691416786,C
398,SKU0165,28,0.0006346184356655561,0.9462160875773442,C
399,SKU0174,28,0.0006346184356655561,0.9468507060130098,C
400,SKU0183,28,0.0006346184356655561,0.9474853244486754,C
401,SKU0236,28,0.0006346184356655561,0.948119942884341,C
402,SKU0341,28,0.0006346184356655561,0.9487545613200066,C
403,SKU0349,28,0.0006346184356655561,0.9493891797556722,C
404,SKU0356,28,0.0006346184356655561,0.9500237981913378,C
405,SKU0361,28,0.0006346184356655561,0.9506584166270033,C
406,SKU0435,28,0.0006346184356655561,0.9512930350626689,C
407,SKU0464,28,0.0006346184356655561,0.9519276534983345,C
408,SKU0466,28,0.0006346184356655561,0.9525622719340001,C
409,SKU0014,27,0.0006119534915346433,0.9531742254255348,C
410,SKU0077,27,0.0006119534915346433,0.9537861789170694,C
411,SKU0109,27,0.0006119534915346433,0.954398132408604,C
412,SKU0152,27,0.0006119534915346433,0.9550100859001387,C
413,SKU0209,27,0.0006119534915346433,0.9556220393916733,C
414,SKU0244,27,0.0006119534915346433,0.956233992883208,C
415,SKU0291,27,0.0006119534915346433,0.9568459463747426,C
416,SKU0375,27,0.0006119534915346433,0.9574578998662773,C
417,SKU0425,27,0.0006119534915346433,0.9580698533578119,C
418,SKU0499,27,0.0006119534915346433,0.9586818068493466,C
419,SKU0021,26,0.0005892885474037306,0.9592710953967503,C
420,SKU0022,26,0.0005892885474037306,0.959860383944154,C
421,SKU0028,26,0.0005892885474037306,0.9604496724915577,C
422,SKU0058,26,0.0005892885474037306,0.9610389610389614,C
423,SKU0200,26,0.0005892885474037306,0.9616282495863651,C
424,SKU0255,26,0.0005892885474037306,0.9622175381337688,C
425,SKU0272,26,0.0005892885474037306,0.9628068266811725,C
426,SKU0305,26,0.0005892885474037306,0.9633961152285762,C
427,SKU0309,26,0.0005892885474037306,0.9639854037759799,C
428,SKU0331,26,0.0005892885474037306,0.9645746923233836,C
429,SKU0382,26,0.0005892885474037306,0.9651639808707873,C
430,SKU0386,26,0.0005892885474037306,0.965753269418191,C
431,SKU0454,26,0.0005892885474037306,0.9663425579655947,C
432,SKU0484,26,0.0005892885474037306,0.9669318465129983,C
433,SKU0041,25,0.0005666236032728179,0.9674984701162712,C
434,SKU0090,25,0.0005666236032728179,0.9680650937195441,C
435,SKU0175,25,0.0005666236032728179,0.9686317173228169,C
436,SKU0187,25,0.0005666236032728179,0.9691983409260898,C
437,SKU0226,25,0.0005666236032728179,0.9697649645293627,C
438,SKU0266,25,0.0005666236032728179,0.9703315881326355,C
439,SKU0275,25,0.0005666236032728179,0.9708982117359084,C
440,SKU0334,25,0.0005666236032728179,0.9714648353391813,C
441,SKU0378,25,0.0005666236032728179,0.9720314589424541,C
442,SKU0413,25,0.0005666236032728179,0.972598082545727,C
443,SKU0476,25,0.0005666236032728179,0.9731647061489999,C
444,SKU0124,24,0.0005439586591419052,0.9737086648081418,C
445,SKU0169,24,0.0005439586591419052,0.9742526234672837,C
446,SKU0278,24,0.0005439586591419052,0.9747965821264256,C
447,SKU0310,24,0.0005439586591419052,0.9753405407855675,C
448,SKU0353,24,0.0005439586591419052,0.9758844994447095,C
449,SKU0424,24,0.0005439586591419052,0.9764284581038514,C
450,SKU0446,24,0.0005439586591419052,0.9769724167629933,C
451,SKU0457,24,0.0005439586591419052,0.9775163754221352,C
452,SKU0491,24,0.0005439586591419052,0.9780603340812771,C
453,SKU0496,24,0.0005439586591419052,0.978604292740419,C
454,SKU0086,23,0.0005212937150109925,0.97912558645543,C
