order_id,vehicle_id,sample_seq,ts_min,timestamp,lng,lat,speed_kmh,cabin_temp_c
DO202606010004,V15,0,845.7,2026-06-01 14:05:42.000000000,104.300267,30.840815,74.6,4.38
DO202606010004,V15,1,850.7,2026-06-01 14:10:42.000000000,104.277195,30.811437,68.4,5.13
DO202606010004,V15,2,855.7,2026-06-01 14:15:42.000000000,104.254123,30.782058,55.0,3.71
DO202606010004,V15,3,860.7,2026-06-01 14:20:42.000000000,104.23105,30.75268,62.0,4.42
DO202606010004,V15,4,865.7,2026-06-01 14:25:42.000000000,104.207978,30.723302,68.5,5.32
DO202606010004,V15,5,870.7,2026-06-01 14:30:42.000000000,104.184906,30.693923,51.4,4.97
DO202606010004,V15,6,875.7,2026-06-01 14:35:42.000000000,104.161834,30.664545,64.7,6.27
DO202606010004,V15,7,880.7,2026-06-01 14:40:42.000000000,104.138762,30.635166,64.6,9.81
DO202606010004,V15,8,882.0,2026-06-01 14:42:00.000000000,104.132763,30.627528,48.4,10.11
DO202606010005,V10,0,798.49,2026-06-01 13:18:29.400000000,104.300267,30.840815,50.6,5.33
DO202606010005,V10,1,803.49,2026-06-01 13:23:29.400000000,104.276052,30.81768,58.1,3.95
DO202606010005,V10,2,808.49,2026-06-01 13:28:29.400000000,104.251837,30.794545,61.1,5.35
DO202606010005,V10,3,813.49,2026-06-01 13:33:29.400000000,104.227622,30.77141,52.3,4.87
DO202606010005,V10,4,818.49,2026-06-01 13:38:29.400000000,104.203407,30.748275,55.5,4.6
DO202606010005,V10,5,823.49,2026-06-01 13:43:29.400000000,104.179192,30.72514,60.0,5.69
DO202606010005,V10,6,828.49,2026-06-01 13:48:29.400000000,104.154977,30.702005,59.1,4.78
DO202606010005,V10,7,833.49,2026-06-01 13:53:29.400000000,104.130762,30.67887,67.2,5.63
DO202606010005,V10,8,838.49,2026-06-01 13:58:29.400000000,104.106547,30.655735,35.4,6.34
DO202606010005,V10,9,840.0,2026-06-01 14:00:00.000000000,104.099234,30.648748,45.0,6.61
DO202606010006,V01,0,802.49,2026-06-01 13:22:29.400000000,104.300267,30.840815,42.2,4.12
DO202606010006,V01,1,807.49,2026-06-01 13:27:29.400000000,104.276052,30.81768,53.5,5.0
DO202606010006,V01,2,812.49,2026-06-01 13:32:29.400000000,104.251837,30.794545,60.2,3.48
DO202606010006,V01,3,817.49,2026-06-01 13:37:29.400000000,104.227622,30.77141,48.8,5.09
DO202606010006,V01,4,822.49,2026-06-01 13:42:29.400000000,104.203407,30.748275,59.0,5.62
DO202606010006,V01,5,827.49,2026-06-01 13:47:29.400000000,104.179192,30.72514,53.9,5.85
DO202606010006,V01,6,832.49,2026-06-01 13:52:29.400000000,104.154977,30.702005,38.7,4.07
DO202606010006,V01,7,837.49,2026-06-01 13:57:29.400000000,104.130762,30.67887,39.3,5.35
DO202606010006,V01,8,842.49,2026-06-01 14:02:29.400000000,104.106547,30.655735,42.7,7.76
DO202606010006,V01,9,844.0,2026-06-01 14:04:00.000000000,104.099234,30.648748,67.7,6.45
DO202606010007,V13,0,700.38,2026-06-01 11:40:22.800000000,104.300267,30.840815,54.5,5.62
DO202606010007,V13,1,705.38,2026-06-01 11:45:22.800000000,104.276325,30.811049,57.6,3.92
DO202606010007,V13,2,710.38,2026-06-01 11:50:22.800000000,104.252384,30.781283,62.5,6.08
DO202606010007,V13,3,715.38,2026-06-01 11:55:22.800000000,104.228442,30.751517,62.3,4.95
DO202606010007,V13,4,720.38,2026-06-01 12:00:22.800000000,104.204501,30.72175,66.8,4.75
DO202606010007,V13,5,725.38,2026-06-01 12:05:22.800000000,104.180559,30.691984,64.8,4.68
DO202606010007,V13,6,730.38,2026-06-01 12:10:22.800000000,104.156617,30.662218,76.0,5.39
DO202606010007,V13,7,735.38,2026-06-01 12:15:22.800000000,104.132676,30.632452,68.2,7.69
DO202606010007,V13,8,736.0,2026-06-01 12:16:00.000000000,104.129707,30.628761,70.7,8.84
DO202606010008,V05,0,701.38,2026-06-01 11:41:22.800000000,104.300267,30.840815,40.3,5.74
DO202606010008,V05,1,706.38,2026-06-01 11:46:22.800000000,104.276325,30.811049,44.0,4.12
DO202606010008,V05,2,711.38,2026-06-01 11:51:22.800000000,104.252384,30.781283,78.5,4.39
DO202606010008,V05,3,716.38,2026-06-01 11:56:22.800000000,104.228442,30.751517,49.7,5.3
DO202606010008,V05,4,721.38,2026-06-01 12:01:22.800000000,104.204501,30.72175,64.0,4.87
DO202606010008,V05,5,726.38,2026-06-01 12:06:22.800000000,104.180559,30.691984,65.2,5.09
DO202606010008,V05,6,731.38,2026-06-01 12:11:22.800000000,104.156617,30.662218,57.8,7.22
DO202606010008,V05,7,736.38,2026-06-01 12:16:22.800000000,104.132676,30.632452,60.6,8.26
DO202606010008,V05,8,737.0,2026-06-01 12:17:00.000000000,104.129707,30.628761,52.6,8.36
DO202606010009,V07,0,668.09,2026-06-01 11:08:05.400000000,104.300267,30.840815,43.8,5.24
DO202606010009,V07,1,673.09,2026-06-01 11:13:05.400000000,104.278359,30.821253,42.7,6.21
DO202606010009,V07,2,678.09,2026-06-01 11:18:05.400000000,104.256451,30.801692,46.6,5.67
DO202606010009,V07,3,683.09,2026-06-01 11:23:05.400000000,104.234543,30.78213,37.3,5.91
DO202606010009,V07,4,688.09,2026-06-01 11:28:05.400000000,104.212635,30.762569,36.6,5.74
DO202606010009,V07,5,693.09,2026-06-01 11:33:05.400000000,104.190727,30.743007,49.8,5.3
DO202606010009,V07,6,698.09,2026-06-01 11:38:05.400000000,104.168819,30.723446,40.8,4.29
DO202606010009,V07,7,703.09,2026-06-01 11:43:05.400000000,104.14691,30.703884,47.3,3.9
DO202606010009,V07,8,708.09,2026-06-01 11:48:05.400000000,104.125002,30.684322,32.7,4.78
DO202606010009,V07,9,713.09,2026-06-01 11:53:05.400000000,104.103094,30.664761,48.9,5.5
DO202606010009,V07,10,718.09,2026-06-01 11:58:05.400000000,104.081186,30.645199,43.1,8.53
DO202606010009,V07,11,719.0,2026-06-01 11:59:00.000000000,104.077199,30.641639,30.5,7.16
DO202606010010,V09,0,670.09,2026-06-01 11:10:05.400000000,104.300267,30.840815,41.7,4.64
DO202606010010,V09,1,675.09,2026-06-01 11:15:05.400000000,104.278359,30.821253,41.4,3.58
DO202606010010,V09,2,680.09,2026-06-01 11:20:05.400000000,104.256451,30.801692,44.7,4.29
DO202606010010,V09,3,685.09,2026-06-01 11:25:05.400000000,104.234543,30.78213,38.2,5.32
DO202606010010,V09,4,690.09,2026-06-01 11:30:05.400000000,104.212635,30.762569,46.9,4.42
DO202606010010,V09,5,695.09,2026-06-01 11:35:05.400000000,104.190727,30.743007,46.5,5.64
DO202606010010,V09,6,700.09,2026-06-01 11:40:05.400000000,104.168819,30.723446,29.3,6.08
DO202606010010,V09,7,705.09,2026-06-01 11:45:05.400000000,104.14691,30.703884,48.8,5.15
DO202606010010,V09,8,710.09,2026-06-01 11:50:05.400000000,104.125002,30.684322,32.9,3.8
DO202606010010,V09,9,715.09,2026-06-01 11:55:05.400000000,104.103094,30.664761,51.1,5.4
DO202606010010,V09,10,720.09,2026-06-01 12:00:05.400000000,104.081186,30.645199,43.7,7.37
DO202606010010,V09,11,721.0,2026-06-01 12:01:00.000000000,104.077199,30.641639,45.0,6.96
DO202606010011,V01,0,675.09,2026-06-01 11:15:05.400000000,104.300267,30.840815,51.8,5.09
DO202606010011,V01,1,680.09,2026-06-01 11:20:05.400000000,104.278359,30.821253,48.9,4.87
DO202606010011,V01,2,685.09,2026-06-01 11:25:05.400000000,104.256451,30.801692,45.9,4.36
DO202606010011,V01,3,690.09,2026-06-01 11:30:05.400000000,104.234543,30.78213,48.6,4.61
DO202606010011,V01,4,695.09,2026-06-01 11:35:05.400000000,104.212635,30.762569,47.2,5.15
DO202606010011,V01,5,700.09,2026-06-01 11:40:05.400000000,104.190727,30.743007,43.6,3.93
DO202606010011,V01,6,705.09,2026-06-01 11:45:05.400000000,104.168819,30.723446,30.5,4.39
DO202606010011,V01,7,710.09,2026-06-01 11:50:05.400000000,104.14691,30.703884,49.3,4.62
DO202606010011,V01,8,715.09,2026-06-01 11:55:05.400000000,104.125002,30.684322,48.0,4.24
DO202606010011,V01,9,720.09,2026-06-01 12:00:05.400000000,104.103094,30.664761,44.6,5.2
DO202606010011,V01,10,725.09,2026-06-01 12:05:05.400000000,104.081186,30.645199,40.7,5.68
DO202606010011,V01,11,726.0,2026-06-01 12:06:00.000000000,104.077199,30.641639,49.6,6.48
DO202606010012,V08,0,677.09,2026-06-01 11:17:05.400000000,104.300267,30.840815,42.9,5.7
DO202606010012,V08,1,682.09,2026-06-01 11:22:05.400000000,104.278359,30.821253,32.5,5.13
DO202606010012,V08,2,687.09,2026-06-01 11:27:05.400000000,104.256451,30.801692,44.0,4.83
DO202606010012,V08,3,692.09,2026-06-01 11:32:05.400000000,104.234543,30.78213,50.0,4.34
DO202606010012,V08,4,697.09,2026-06-01 11:37:05.400000000,104.212635,30.762569,29.5,4.89
DO202606010012,V08,5,702.09,2026-06-01 11:42:05.400000000,104.190727,30.743007,48.7,4.36
DO202606010012,V08,6,707.09,2026-06-01 11:47:05.400000000,104.168819,30.723446,41.5,5.52
DO202606010012,V08,7,712.09,2026-06-01 11:52:05.400000000,104.14691,30.703884,50.9,5.2
DO202606010012,V08,8,717.09,2026-06-01 11:57:05.400000000,104.125002,30.684322,57.3,3.96
DO202606010012,V08,9,722.09,2026-06-01 12:02:05.400000000,104.103094,30.664761,40.1,6.71
DO202606010012,V08,10,727.09,2026-06-01 12:07:05.400000000,104.081186,30.645199,44.5,8.28
DO202606010012,V08,11,728.0,2026-06-01 12:08:00.000000000,104.077199,30.641639,41.5,6.76
DO202606010013,V09,0,674.69,2026-06-01 11:14:41.400000000,104.300267,30.840815,52.5,4.5
DO202606010013,V09,1,679.69,2026-06-01 11:19:41.400000000,104.272098,30.821419,54.6,5.6
DO202606010013,V09,2,684.69,2026-06-01 11:24:41.400000000,104.243929,30.802023,59.9,5.15
DO202606010013,V09,3,689.69,2026-06-01 11:29:41.400000000,104.21576,30.782627,57.6,5.98
DO202606010013,V09,4,694.69,2026-06-01 11:34:41.400000000,104.187592,30.76323,65.2,5.78
DO202606010013,V09,5,699.69,2026-06-01 11:39:41.400000000,104.159423,30.743834,51.6,3.85
DO202606010013,V09,6,704.69,2026-06-01 11:44:41.400000000,104.131254,30.724438,58.9,4.77
DO202606010013,V09,7,709.69,2026-06-01 11:49:41.400000000,104.103085,30.705042,49.2,5.8
DO202606010013,V09,8,714.69,2026-06-01 11:54:41.400000000,104.074916,30.685646,37.7,4.13
DO202606010013,V09,9,719.69,2026-06-01 11:59:41.400000000,104.046747,30.66625,40.3,4.27
DO202606010013,V09,10,724.69,2026-06-01 12:04:41.400000000,104.018578,30.646854,42.4,7.04
DO202606010013,V09,11,729.69,2026-06-01 12:09:41.400000000,103.990409,30.627458,55.0,7.9
DO202606010013,V09,12,730.0,2026-06-01 12:10:00.000000000,103.988663,30.626255,46.5,8.2
DO202606010014,V07,0,574.44,2026-06-01 09:34:26.400000000,104.300267,30.840815,69.6,5.86
DO202606010014,V07,1,579.44,2026-06-01 09:39:26.400000000,104.270176,30.821819,40.5,5.2
DO202606010014,V07,2,584.44,2026-06-01 09:44:26.400000000,104.240085,30.802824,51.3,4.72
DO202606010014,V07,3,589.44,2026-06-01 09:49:26.400000000,104.209994,30.783828,61.5,5.67
DO202606010014,V07,4,594.44,2026-06-01 09:54:26.400000000,104.179903,30.764832,63.2,4.33
DO202606010014,V07,5,599.44,2026-06-01 09:59:26.400000000,104.149812,30.745837,62.7,4.89
DO202606010014,V07,6,604.44,2026-06-01 10:04:26.400000000,104.119721,30.726841,44.4,5.07
DO202606010014,V07,7,609.44,2026-06-01 10:09:26.400000000,104.089629,30.707845,67.3,4.97
DO202606010014,V07,8,614.44,2026-06-01 10:14:26.400000000,104.059538,30.68885,53.1,5.86
DO202606010014,V07,9,619.44,2026-06-01 10:19:26.400000000,104.029447,30.669854,67.8,4.88
DO202606010014,V07,10,624.44,2026-06-01 10:24:26.400000000,103.999356,30.650859,71.0,7.25
DO202606010014,V07,11,625.0,2026-06-01 10:25:00.000000000,103.995986,30.648731,66.6,7.57
DO202606010015,V05,0,566.37,2026-06-01 09:26:22.200000000,104.300267,30.840815,48.9,4.16
DO202606010015,V05,1,571.37,2026-06-01 09:31:22.200000000,104.275148,30.811672,70.6,5.54
DO202606010015,V05,2,576.37,2026-06-01 09:36:22.200000000,104.25003,30.782529,64.9,5.52
DO202606010015,V05,3,581.37,2026-06-01 09:41:22.200000000,104.224911,30.753386,50.1,5.15
DO202606010015,V05,4,586.37,2026-06-01 09:46:22.200000000,104.199792,30.724243,54.5,5.81
DO202606010015,V05,5,591.37,2026-06-01 09:51:22.200000000,104.174673,30.6951,58.9,4.57
DO202606010015,V05,6,596.37,2026-06-01 09:56:22.200000000,104.149555,30.665956,59.1,4.44
DO202606010015,V05,7,601.37,2026-06-01 10:01:22.200000000,104.124436,30.636813,53.6,5.6
DO202606010015,V05,8,606.37,2026-06-01 10:06:22.200000000,104.099317,30.60767,58.7,4.22
DO202606010015,V05,9,611.37,2026-06-01 10:11:22.200000000,104.074199,30.578527,55.6,3.81
DO202606010015,V05,10,616.37,2026-06-01 10:16:22.200000000,104.04908,30.549384,57.8,4.71
DO202606010015,V05,11,617.0,2026-06-01 10:17:00.000000000,104.045915,30.545712,55.0,5.93
DO202606010016,V06,0,567.37,2026-06-01 09:27:22.200000000,104.300267,30.840815,54.2,4.23
DO202606010016,V06,1,572.37,2026-06-01 09:32:22.200000000,104.275148,30.811672,65.5,5.07
DO202606010016,V06,2,577.37,2026-06-01 09:37:22.200000000,104.25003,30.782529,88.6,5.56
DO202606010016,V06,3,582.37,2026-06-01 09:42:22.200000000,104.224911,30.753386,61.4,5.06
DO202606010016,V06,4,587.37,2026-06-01 09:47:22.200000000,104.199792,30.724243,62.0,6.3
DO202606010016,V06,5,592.37,2026-06-01 09:52:22.200000000,104.174673,30.6951,70.6,4.75
DO202606010016,V06,6,597.37,2026-06-01 09:57:22.200000000,104.149555,30.665956,68.3,5.83
DO202606010016,V06,7,602.37,2026-06-01 10:02:22.200000000,104.124436,30.636813,49.9,5.27
DO202606010016,V06,8,607.37,2026-06-01 10:07:22.200000000,104.099317,30.60767,61.6,5.11
DO202606010016,V06,9,612.37,2026-06-01 10:12:22.200000000,104.074199,30.578527,60.7,5.27
DO202606010016,V06,10,617.37,2026-06-01 10:17:22.200000000,104.04908,30.549384,51.5,5.61
DO202606010016,V06,11,618.0,2026-06-01 10:18:00.000000000,104.045915,30.545712,74.5,5.26
DO202606010017,V06,0,499.47,2026-06-01 08:19:28.200000000,104.300267,30.840815,56.5,5.61
DO202606010017,V06,1,504.47,2026-06-01 08:24:28.200000000,104.262916,30.837657,41.6,6.24
DO202606010017,V06,2,509.47,2026-06-01 08:29:28.200000000,104.225566,30.8345,57.9,4.04
DO202606010017,V06,3,514.47,2026-06-01 08:34:28.200000000,104.188215,30.831342,47.0,4.94
DO202606010017,V06,4,519.47,2026-06-01 08:39:28.200000000,104.150865,30.828185,48.3,4.72
DO202606010017,V06,5,524.47,2026-06-01 08:44:28.200000000,104.113514,30.825027,39.4,5.69
DO202606010017,V06,6,529.47,2026-06-01 08:49:28.200000000,104.076164,30.82187,53.6,5.07
DO202606010017,V06,7,534.47,2026-06-01 08:54:28.200000000,104.038813,30.818712,58.2,5.94
DO202606010017,V06,8,539.47,2026-06-01 08:59:28.200000000,104.001463,30.815555,43.6,4.23
DO202606010017,V06,9,544.47,2026-06-01 09:04:28.200000000,103.964112,30.812397,69.4,6.36
DO202606010017,V06,10,549.47,2026-06-01 09:09:28.200000000,103.926761,30.80924,59.4,9.67
DO202606010017,V06,11,552.0,2026-06-01 09:12:00.000000000,103.907862,30.807642,52.7,9.84
DO202606010018,V15,0,499.47,2026-06-01 08:19:28.200000000,104.300267,30.840815,55.6,4.86
DO202606010018,V15,1,504.47,2026-06-01 08:24:28.200000000,104.262916,30.837657,68.6,5.55
DO202606010018,V15,2,509.47,2026-06-01 08:29:28.200000000,104.225566,30.8345,46.2,5.36
DO202606010018,V15,3,514.47,2026-06-01 08:34:28.200000000,104.188215,30.831342,78.8,5.27
DO202606010018,V15,4,519.47,2026-06-01 08:39:28.200000000,104.150865,30.828185,62.7,3.53
DO202606010018,V15,5,524.47,2026-06-01 08:44:28.200000000,104.113514,30.825027,63.2,5.78
DO202606010018,V15,6,529.47,2026-06-01 08:49:28.200000000,104.076164,30.82187,56.4,4.32
DO202606010018,V15,7,534.47,2026-06-01 08:54:28.200000000,104.038813,30.818712,64.8,4.88
DO202606010018,V15,8,539.47,2026-06-01 08:59:28.200000000,104.001463,30.815555,52.5,5.38
DO202606010018,V15,9,544.47,2026-06-01 09:04:28.200000000,103.964112,30.812397,65.6,4.99
DO202606010018,V15,10,549.47,2026-06-01 09:09:28.200000000,103.926761,30.80924,52.0,5.9
DO202606010018,V15,11,552.0,2026-06-01 09:12:00.000000000,103.907862,30.807642,57.1,5.12
DO202606010019,V03,0,501.47,2026-06-01 08:21:28.200000000,104.300267,30.840815,45.3,4.7
DO202606010019,V03,1,506.47,2026-06-01 08:26:28.200000000,104.262916,30.837657,48.9,4.26
DO202606010019,V03,2,511.47,2026-06-01 08:31:28.200000000,104.225566,30.8345,44.7,4.52
DO202606010019,V03,3,516.47,2026-06-01 08:36:28.200000000,104.188215,30.831342,36.8,6.11
DO202606010019,V03,4,521.47,2026-06-01 08:41:28.200000000,104.150865,30.828185,57.5,5.39
DO202606010019,V03,5,526.47,2026-06-01 08:46:28.200000000,104.113514,30.825027,51.9,3.44
DO202606010019,V03,6,531.47,2026-06-01 08:51:28.200000000,104.076164,30.82187,52.3,5.64
DO202606010019,V03,7,536.47,2026-06-01 08:56:28.200000000,104.038813,30.818712,53.3,6.07
DO202606010019,V03,8,541.47,2026-06-01 09:01:28.200000000,104.001463,30.815555,46.5,6.13
DO202606010019,V03,9,546.47,2026-06-01 09:06:28.200000000,103.964112,30.812397,48.5,6.04
DO202606010019,V03,10,551.47,2026-06-01 09:11:28.200000000,103.926761,30.80924,73.3,5.57
DO202606010019,V03,11,554.0,2026-06-01 09:14:00.000000000,103.907862,30.807642,58.5,5.75
DO202606010020,V08,0,502.47,2026-06-01 08:22:28.200000000,104.300267,30.840815,32.6,4.35
DO202606010020,V08,1,507.47,2026-06-01 08:27:28.200000000,104.262916,30.837657,56.2,6.17
DO202606010020,V08,2,512.47,2026-06-01 08:32:28.200000000,104.225566,30.8345,57.3,4.66
DO202606010020,V08,3,517.47,2026-06-01 08:37:28.200000000,104.188215,30.831342,56.7,5.12
DO202606010020,V08,4,522.47,2026-06-01 08:42:28.200000000,104.150865,30.828185,44.1,4.24
DO202606010020,V08,5,527.47,2026-06-01 08:47:28.200000000,104.113514,30.825027,50.0,3.9
DO202606010020,V08,6,532.47,2026-06-01 08:52:28.200000000,104.076164,30.82187,49.1,6.3
DO202606010020,V08,7,537.47,2026-06-01 08:57:28.200000000,104.038813,30.818712,49.3,5.36
DO202606010020,V08,8,542.47,2026-06-01 09:02:28.200000000,104.001463,30.815555,52.6,4.89
DO202606010020,V08,9,547.47,2026-06-01 09:07:28.200000000,103.964112,30.812397,53.7,4.68
DO202606010020,V08,10,552.47,2026-06-01 09:12:28.200000000,103.926761,30.80924,54.9,6.57
DO202606010020,V08,11,555.0,2026-06-01 09:15:00.000000000,103.907862,30.807642,63.5,6.26
DO202606010021,V11,0,538.08,2026-06-01 08:58:04.800000000,104.300267,30.840815,83.3,6.13
DO202606010021,V11,1,543.08,2026-06-01 09:03:04.800000000,104.265943,30.829322,55.6,4.62
DO202606010021,V11,2,548.08,2026-06-01 09:08:04.800000000,104.231619,30.81783,66.7,5.63
DO202606010021,V11,3,553.08,2026-06-01 09:13:04.800000000,104.197295,30.806337,68.0,5.76
DO202606010021,V11,4,558.08,2026-06-01 09:18:04.800000000,104.162971,30.794845,63.6,4.37
DO202606010021,V11,5,563.08,2026-06-01 09:23:04.800000000,104.128647,30.783352,57.8,6.17
DO202606010021,V11,6,568.08,2026-06-01 09:28:04.800000000,104.094324,30.77186,64.8,5.09
DO202606010021,V11,7,573.08,2026-06-01 09:33:04.800000000,104.06,30.760367,56.3,4.56
DO202606010021,V11,8,578.08,2026-06-01 09:38:04.800000000,104.025676,30.748875,68.9,6.11
DO202606010021,V11,9,583.0,2026-06-01 09:43:00.000000000,103.991901,30.737566,65.4,8.83
DO202606010022,V10,0,541.08,2026-06-01 09:01:04.800000000,104.300267,30.840815,72.0,3.25
DO202606010022,V10,1,546.08,2026-06-01 09:06:04.800000000,104.265943,30.829322,63.0,5.37
DO202606010022,V10,2,551.08,2026-06-01 09:11:04.800000000,104.231619,30.81783,70.8,5.34
DO202606010022,V10,3,556.08,2026-06-01 09:16:04.800000000,104.197295,30.806337,49.4,4.34
DO202606010022,V10,4,561.08,2026-06-01 09:21:04.800000000,104.162971,30.794845,59.3,5.05
DO202606010022,V10,5,566.08,2026-06-01 09:26:04.800000000,104.128647,30.783352,71.4,5.77
DO202606010022,V10,6,571.08,2026-06-01 09:31:04.800000000,104.094324,30.77186,62.7,4.59
DO202606010022,V10,7,576.08,2026-06-01 09:36:04.800000000,104.06,30.760367,58.6,5.4
DO202606010022,V10,8,581.08,2026-06-01 09:41:04.800000000,104.025676,30.748875,65.5,5.53
DO202606010022,V10,9,586.0,2026-06-01 09:46:00.000000000,103.991901,30.737566,61.1,7.29
DO202606010023,V01,0,541.08,2026-06-01 09:01:04.800000000,104.300267,30.840815,62.6,3.38
DO202606010023,V01,1,546.08,2026-06-01 09:06:04.800000000,104.265943,30.829322,59.4,4.03
DO202606010023,V01,2,551.08,2026-06-01 09:11:04.800000000,104.231619,30.81783,44.3,3.98
DO202606010023,V01,3,556.08,2026-06-01 09:16:04.800000000,104.197295,30.806337,69.6,4.99
DO202606010023,V01,4,561.08,2026-06-01 09:21:04.800000000,104.162971,30.794845,64.2,4.93
DO202606010023,V01,5,566.08,2026-06-01 09:26:04.800000000,104.128647,30.783352,68.2,4.87
DO202606010023,V01,6,571.08,2026-06-01 09:31:04.800000000,104.094324,30.77186,57.6,5.33
DO202606010023,V01,7,576.08,2026-06-01 09:36:04.800000000,104.06,30.760367,60.5,5.14
DO202606010023,V01,8,581.08,2026-06-01 09:41:04.800000000,104.025676,30.748875,58.4,5.14
DO202606010023,V01,9,586.0,2026-06-01 09:46:00.000000000,103.991901,30.737566,59.4,5.83
DO202606010024,V05,0,543.08,2026-06-01 09:03:04.800000000,104.300267,30.840815,56.9,5.58
DO202606010024,V05,1,548.08,2026-06-01 09:08:04.800000000,104.265943,30.829322,55.6,4.7
DO202606010024,V05,2,553.08,2026-06-01 09:13:04.800000000,104.231619,30.81783,51.1,3.75
DO202606010024,V05,3,558.08,2026-06-01 09:18:04.800000000,104.197295,30.806337,55.2,6.07
DO202606010024,V05,4,563.08,2026-06-01 09:23:04.800000000,104.162971,30.794845,62.1,5.28
DO202606010024,V05,5,568.08,2026-06-01 09:28:04.800000000,104.128647,30.783352,71.4,5.79
DO202606010024,V05,6,573.08,2026-06-01 09:33:04.800000000,104.094324,30.77186,54.0,4.95
DO202606010024,V05,7,578.08,2026-06-01 09:38:04.800000000,104.06,30.760367,68.2,4.7
DO202606010024,V05,8,583.08,2026-06-01 09:43:04.800000000,104.025676,30.748875,60.0,7.4
DO202606010024,V05,9,588.0,2026-06-01 09:48:00.000000000,103.991901,30.737566,57.7,8.98
DO202606010025,V07,0,735.31,2026-06-01 12:15:18.600000000,104.300267,30.840815,63.0,5.74
DO202606010025,V07,1,740.31,2026-06-01 12:20:18.600000000,104.255871,30.830276,58.6,4.24
DO202606010025,V07,2,745.31,2026-06-01 12:25:18.600000000,104.211475,30.819737,61.4,5.23
DO202606010025,V07,3,750.31,2026-06-01 12:30:18.600000000,104.167079,30.809197,90.3,5.07
