order_id,date,weekday,is_friday,rainy,region,poi_id,vehicle_id,anomaly_type,delay_min,handling_min,planned_departure,actual_departure,arrival_time,window_start,window_end,on_time,temp_min_c,temp_max_c,temp_compliance_rate
DO202606010026,2026-06-01,0,False,False,R01,P014,V10,无异常,0.0,0.0,2026-06-01 12:15:18.600,2026-06-01 12:15:18.600000000,2026-06-01 12:58:00.000000000,2026-06-01 13:08:00,2026-06-01 15:08:00,True,3.65,9.06,0.9
DO202606010027,2026-06-01,0,False,False,R01,P014,V03,无异常,0.0,0.0,2026-06-01 12:16:18.600,2026-06-01 12:16:18.600000000,2026-06-01 12:59:00.000000000,2026-06-01 13:09:00,2026-06-01 15:09:00,True,4.19,6.46,1.0
DO202606010028,2026-06-01,0,False,False,R01,P014,V09,无异常,0.0,0.0,2026-06-01 12:21:18.600,2026-06-01 12:21:18.600000000,2026-06-01 13:04:00.000000000,2026-06-01 13:14:00,2026-06-01 15:14:00,True,4.83,6.36,1.0
DO202606010029,2026-06-01,0,False,False,R01,P015,V02,无异常,0.0,0.0,2026-06-01 11:38:18.000,2026-06-01 11:38:18.000000000,2026-06-01 12:22:00.000000000,2026-06-01 12:32:00,2026-06-01 14:32:00,True,4.06,8.2,0.9
DO202606010030,2026-06-01,0,False,False,R01,P015,V01,无异常,0.0,0.0,2026-06-01 11:40:18.000,2026-06-01 11:40:18.000000000,2026-06-01 12:24:00.000000000,2026-06-01 12:34:00,2026-06-01 14:34:00,True,4.36,8.18,0.9
DO202606010031,2026-06-01,0,False,False,R01,P015,V02,无异常,0.0,0.0,2026-06-01 11:41:18.000,2026-06-01 11:41:18.000000000,2026-06-01 12:25:00.000000000,2026-06-01 12:35:00,2026-06-01 14:35:00,True,3.54,8.14,0.9
DO202606010032,2026-06-01,0,False,False,R01,P015,V03,温控波动,2.7,58.0,2026-06-01 11:41:18.000,2026-06-01 11:44:01.642537938,2026-06-01 12:27:43.642537938,2026-06-01 12:35:00,2026-06-01 14:35:00,True,4.84,10.69,0.5
DO202606010033,2026-06-01,0,False,False,R01,P015,V02,无异常,0.0,0.0,2026-06-01 11:46:18.000,2026-06-01 11:46:18.000000000,2026-06-01 12:30:00.000000000,2026-06-01 12:40:00,2026-06-01 14:40:00,True,4.89,8.89,0.9
DO202606010034,2026-06-01,0,False,False,R04,P016,V03,无异常,0.0,0.0,2026-06-01 07:43:28.800,2026-06-01 07:43:28.800000000,2026-06-01 08:37:00.000000000,2026-06-01 08:47:00,2026-06-01 10:47:00,True,3.36,8.72,0.9167
DO202606010035,2026-06-01,0,False,False,R04,P016,V08,无异常,0.0,0.0,2026-06-01 07:51:28.800,2026-06-01 07:51:28.800000000,2026-06-01 08:45:00.000000000,2026-06-01 08:55:00,2026-06-01 10:55:00,True,4.02,8.66,0.8333
DO202606010036,2026-06-01,0,False,False,R04,P017,V01,无异常,0.0,0.0,2026-06-01 12:42:06.600,2026-06-01 12:42:06.600000000,2026-06-01 13:22:00.000000000,2026-06-01 13:32:00,2026-06-01 15:32:00,True,4.2,10.46,0.8889
DO202606010037,2026-06-01,0,False,False,R04,P017,V09,无异常,0.0,0.0,2026-06-01 12:44:06.600,2026-06-01 12:44:06.600000000,2026-06-01 13:24:00.000000000,2026-06-01 13:34:00,2026-06-01 15:34:00,True,4.01,9.31,0.8889
DO202606010038,2026-06-01,0,False,False,R04,P017,V15,无异常,0.0,0.0,2026-06-01 12:46:06.600,2026-06-01 12:46:06.600000000,2026-06-01 13:26:00.000000000,2026-06-01 13:36:00,2026-06-01 15:36:00,True,3.63,6.23,1.0
DO202606010039,2026-06-01,0,False,False,R04,P018,V05,无异常,0.0,0.0,2026-06-01 11:38:06.600,2026-06-01 11:38:06.600000000,2026-06-01 12:18:00.000000000,2026-06-01 12:28:00,2026-06-01 14:28:00,True,3.85,5.96,1.0
DO202606010040,2026-06-01,0,False,False,R04,P018,V07,无异常,0.0,0.0,2026-06-01 11:39:06.600,2026-06-01 11:39:06.600000000,2026-06-01 12:19:00.000000000,2026-06-01 12:29:00,2026-06-01 14:29:00,True,4.14,5.95,1.0
DO202606010041,2026-06-01,0,False,False,R05,P021,V07,无异常,0.0,0.0,2026-06-01 11:09:15.000,2026-06-01 11:09:15.000000000,2026-06-01 11:56:00.000000000,2026-06-01 12:06:00,2026-06-01 14:06:00,True,3.49,8.18,0.9091
DO202606010042,2026-06-01,0,False,False,R05,P022,V07,无异常,0.0,0.0,2026-06-01 07:40:49.800,2026-06-01 07:40:49.800000000,2026-06-01 08:22:00.000000000,2026-06-01 08:32:00,2026-06-01 10:32:00,True,4.57,8.14,0.9
DO202606010043,2026-06-01,0,False,False,R05,P022,V07,无异常,0.0,0.0,2026-06-01 07:41:49.800,2026-06-01 07:41:49.800000000,2026-06-01 08:23:00.000000000,2026-06-01 08:33:00,2026-06-01 10:33:00,True,4.34,7.23,1.0
DO202606010044,2026-06-01,0,False,False,R05,P022,V04,无异常,0.0,0.0,2026-06-01 07:41:49.800,2026-06-01 07:41:49.800000000,2026-06-01 08:23:00.000000000,2026-06-01 08:33:00,2026-06-01 10:33:00,True,4.02,8.26,0.9
DO202606010045,2026-06-01,0,False,False,R05,P022,V03,无异常,0.0,0.0,2026-06-01 07:44:49.800,2026-06-01 07:44:49.800000000,2026-06-01 08:26:00.000000000,2026-06-01 08:36:00,2026-06-01 10:36:00,True,3.86,7.74,1.0
DO202606010046,2026-06-01,0,False,False,R05,P022,V09,无异常,0.0,0.0,2026-06-01 07:46:49.800,2026-06-01 07:46:49.800000000,2026-06-01 08:28:00.000000000,2026-06-01 08:38:00,2026-06-01 10:38:00,True,4.03,7.9,1.0
DO202606010047,2026-06-01,0,False,False,R05,P022,V02,无异常,0.0,0.0,2026-06-01 07:47:49.800,2026-06-01 07:47:49.800000000,2026-06-01 08:29:00.000000000,2026-06-01 08:39:00,2026-06-01 10:39:00,True,4.08,7.93,1.0
DO202606010048,2026-06-01,0,False,False,R05,P023,V15,无异常,0.0,0.0,2026-06-01 09:42:10.200,2026-06-01 09:42:10.200000000,2026-06-01 10:23:00.000000000,2026-06-01 10:33:00,2026-06-01 12:33:00,True,3.92,8.75,0.9
DO202606010049,2026-06-01,0,False,False,R07,P027,V08,无异常,0.0,0.0,2026-06-01 08:50:26.400,2026-06-01 08:50:26.400000000,2026-06-01 09:14:00.000000000,2026-06-01 09:24:00,2026-06-01 11:24:00,True,4.02,6.27,1.0
DO202606010050,2026-06-01,0,False,False,R07,P027,V09,无异常,0.0,0.0,2026-06-01 08:50:26.400,2026-06-01 08:50:26.400000000,2026-06-01 09:14:00.000000000,2026-06-01 09:24:00,2026-06-01 11:24:00,True,4.41,6.35,1.0
DO202606010051,2026-06-01,0,False,False,R07,P027,V09,无异常,0.0,0.0,2026-06-01 08:50:26.400,2026-06-01 08:50:26.400000000,2026-06-01 09:14:00.000000000,2026-06-01 09:24:00,2026-06-01 11:24:00,True,4.24,9.08,0.8333
DO202606010052,2026-06-01,0,False,False,R07,P027,V06,无异常,0.0,0.0,2026-06-01 08:53:26.400,2026-06-01 08:53:26.400000000,2026-06-01 09:17:00.000000000,2026-06-01 09:27:00,2026-06-01 11:27:00,True,4.78,6.98,1.0
DO202606010053,2026-06-01,0,False,False,R07,P027,V03,无异常,0.0,0.0,2026-06-01 08:54:26.400,2026-06-01 08:54:26.400000000,2026-06-01 09:18:00.000000000,2026-06-01 09:28:00,2026-06-01 11:28:00,True,3.79,8.36,0.8333
DO202606010054,2026-06-01,0,False,False,R07,P027,V05,无异常,0.0,0.0,2026-06-01 08:58:26.400,2026-06-01 08:58:26.400000000,2026-06-01 09:22:00.000000000,2026-06-01 09:32:00,2026-06-01 11:32:00,True,3.3,7.78,1.0
DO202606010055,2026-06-01,0,False,False,R07,P028,V07,无异常,0.0,0.0,2026-06-01 08:32:55.200,2026-06-01 08:32:55.200000000,2026-06-01 08:54:00.000000000,2026-06-01 09:04:00,2026-06-01 11:04:00,True,5.0,7.8,1.0
DO202606010056,2026-06-01,0,False,False,R07,P028,V08,晚点,114.8,14.9,2026-06-01 08:36:55.200,2026-06-01 10:31:42.586292472,2026-06-01 10:52:47.386292472,2026-06-01 09:08:00,2026-06-01 11:08:00,True,2.92,6.72,1.0
DO202606010057,2026-06-01,0,False,False,R07,P029,V06,无异常,0.0,0.0,2026-06-01 11:33:00.000,2026-06-01 11:33:00.000000000,2026-06-01 11:49:00.000000000,2026-06-01 11:59:00,2026-06-01 13:59:00,True,4.15,9.65,0.6
DO202606010058,2026-06-01,0,False,False,R07,P029,V10,无异常,0.0,0.0,2026-06-01 11:36:00.000,2026-06-01 11:36:00.000000000,2026-06-01 11:52:00.000000000,2026-06-01 12:02:00,2026-06-01 14:02:00,True,5.13,9.13,0.6
DO202606010059,2026-06-01,0,False,False,R07,P030,V02,无异常,0.0,0.0,2026-06-01 12:33:25.200,2026-06-01 12:33:25.200000000,2026-06-01 13:04:00.000000000,2026-06-01 13:14:00,2026-06-01 15:14:00,True,4.87,8.54,0.75
DO202606010060,2026-06-01,0,False,False,R07,P030,V05,温控波动,7.8,21.5,2026-06-01 12:40:25.200,2026-06-01 12:48:13.925595630,2026-06-01 13:18:48.725595630,2026-06-01 13:21:00,2026-06-01 15:21:00,True,5.29,12.31,0.25
DO202606010061,2026-06-01,0,False,False,R07,P030,V05,无异常,0.0,0.0,2026-06-01 12:41:25.200,2026-06-01 12:41:25.200000000,2026-06-01 13:12:00.000000000,2026-06-01 13:22:00,2026-06-01 15:22:00,True,4.52,8.95,0.75
DO202606010062,2026-06-01,0,False,False,R07,P030,V04,无异常,0.0,0.0,2026-06-01 12:42:25.200,2026-06-01 12:42:25.200000000,2026-06-01 13:13:00.000000000,2026-06-01 13:23:00,2026-06-01 15:23:00,True,5.24,8.15,0.875
DO202606010063,2026-06-01,0,False,False,R07,P031,V01,温控波动,1.4,54.4,2026-06-01 09:54:12.600,2026-06-01 09:55:39.411063276,2026-06-01 10:09:26.811063276,2026-06-01 10:18:00,2026-06-01 12:18:00,True,4.97,16.55,0.5
DO202606010064,2026-06-01,0,False,False,R07,P031,V03,无异常,0.0,0.0,2026-06-01 09:54:12.600,2026-06-01 09:54:12.600000000,2026-06-01 10:08:00.000000000,2026-06-01 10:18:00,2026-06-01 12:18:00,True,4.49,8.89,0.75
DO202606010065,2026-06-01,0,False,False,R07,P032,V03,无异常,0.0,0.0,2026-06-01 09:32:02.400,2026-06-01 09:32:02.400000000,2026-06-01 09:43:00.000000000,2026-06-01 09:53:00,2026-06-01 11:53:00,True,4.93,5.57,1.0
DO202606010066,2026-06-01,0,False,False,R07,P033,V04,无异常,0.0,0.0,2026-06-01 09:52:09.600,2026-06-01 09:52:09.600000000,2026-06-01 10:11:00.000000000,2026-06-01 10:21:00,2026-06-01 12:21:00,True,4.4,9.1,0.8
DO202606010067,2026-06-01,0,False,False,R07,P033,V10,无异常,0.0,0.0,2026-06-01 09:55:09.600,2026-06-01 09:55:09.600000000,2026-06-01 10:14:00.000000000,2026-06-01 10:24:00,2026-06-01 12:24:00,True,4.27,6.07,1.0
DO202606010068,2026-06-01,0,False,False,R07,P033,V05,无异常,0.0,0.0,2026-06-01 09:57:09.600,2026-06-01 09:57:09.600000000,2026-06-01 10:16:00.000000000,2026-06-01 10:26:00,2026-06-01 12:26:00,True,4.02,6.4,1.0
DO202606010069,2026-06-01,0,False,False,R07,P034,V03,无异常,0.0,0.0,2026-06-01 10:49:13.200,2026-06-01 10:49:13.200000000,2026-06-01 11:19:00.000000000,2026-06-01 11:29:00,2026-06-01 13:29:00,True,4.69,7.28,1.0
DO202606010070,2026-06-01,0,False,False,R07,P034,V08,无异常,0.0,0.0,2026-06-01 10:50:13.200,2026-06-01 10:50:13.200000000,2026-06-01 11:20:00.000000000,2026-06-01 11:30:00,2026-06-01 13:30:00,True,4.82,7.15,1.0
DO202606010071,2026-06-01,0,False,False,R07,P035,V14,无异常,0.0,0.0,2026-06-01 12:35:27.600,2026-06-01 12:35:27.600000000,2026-06-01 12:57:00.000000000,2026-06-01 13:07:00,2026-06-01 15:07:00,True,4.53,8.02,0.8333
DO202606010072,2026-06-01,0,False,False,R07,P036,V06,无异常,0.0,0.0,2026-06-01 09:58:08.400,2026-06-01 09:58:08.400000000,2026-06-01 10:09:00.000000000,2026-06-01 10:19:00,2026-06-01 12:19:00,True,4.31,9.54,0.5
DO202606010073,2026-06-01,0,False,False,R07,P036,V10,无异常,0.0,0.0,2026-06-01 09:59:08.400,2026-06-01 09:59:08.400000000,2026-06-01 10:10:00.000000000,2026-06-01 10:20:00,2026-06-01 12:20:00,True,5.0,8.8,0.75
DO202606010074,2026-06-01,0,False,False,R07,P037,V04,拥堵,175.5,3.6,2026-06-01 08:35:18.600,2026-06-01 08:35:18.600000000,2026-06-01 11:49:30.901449828,2026-06-01 09:04:00,2026-06-01 11:04:00,False,3.68,8.6,0.975
DO202606010075,2026-06-01,0,False,False,R07,P037,V11,无异常,0.0,0.0,2026-06-01 08:38:18.600,2026-06-01 08:38:18.600000000,2026-06-01 08:57:00.000000000,2026-06-01 09:07:00,2026-06-01 11:07:00,True,4.14,9.22,0.8
DO202606010076,2026-06-01,0,False,False,R07,P037,V11,无异常,0.0,0.0,2026-06-01 08:45:18.600,2026-06-01 08:45:18.600000000,2026-06-01 09:04:00.000000000,2026-06-01 09:14:00,2026-06-01 11:14:00,True,4.94,8.87,0.8
DO202606010077,2026-06-01,0,False,False,R07,P038,V11,无异常,0.0,0.0,2026-06-01 08:54:28.800,2026-06-01 08:54:28.800000000,2026-06-01 09:10:00.000000000,2026-06-01 09:20:00,2026-06-01 11:20:00,True,4.23,10.37,0.6
DO202606010078,2026-06-01,0,False,False,R07,P039,V07,拥堵,165.6,2.9,2026-06-01 09:46:01.200,2026-06-01 09:46:01.200000000,2026-06-01 12:46:37.489808448,2026-06-01 10:11:00,2026-06-01 12:11:00,False,3.63,6.52,1.0
DO202606010079,2026-06-01,0,False,False,R02,P040,V12,无异常,0.0,0.0,2026-06-01 12:46:21.600,2026-06-01 12:46:21.600000000,2026-06-01 13:32:00.000000000,2026-06-01 13:42:00,2026-06-01 15:42:00,True,4.02,7.05,1.0
DO202606010080,2026-06-01,0,False,False,R02,P041,V11,无异常,0.0,0.0,2026-06-01 12:49:15.600,2026-06-01 12:49:15.600000000,2026-06-01 13:41:00.000000000,2026-06-01 13:51:00,2026-06-01 15:51:00,True,4.02,7.78,1.0
DO202606010081,2026-06-01,0,False,False,R02,P041,V07,无异常,0.0,0.0,2026-06-01 12:50:15.600,2026-06-01 12:50:15.600000000,2026-06-01 13:42:00.000000000,2026-06-01 13:52:00,2026-06-01 15:52:00,True,4.37,7.75,1.0
DO202606010082,2026-06-01,0,False,False,R02,P041,V12,无异常,0.0,0.0,2026-06-01 12:55:15.600,2026-06-01 12:55:15.600000000,2026-06-01 13:47:00.000000000,2026-06-01 13:57:00,2026-06-01 15:57:00,True,3.64,6.21,1.0
DO202606010083,2026-06-01,0,False,False,R02,P042,V15,无异常,0.0,0.0,2026-06-01 11:56:54.000,2026-06-01 11:56:54.000000000,2026-06-01 12:46:00.000000000,2026-06-01 12:56:00,2026-06-01 14:56:00,True,4.97,8.74,0.9091
DO202606010084,2026-06-01,0,False,False,R02,P042,V04,无异常,0.0,0.0,2026-06-01 11:56:54.000,2026-06-01 11:56:54.000000000,2026-06-01 12:46:00.000000000,2026-06-01 12:56:00,2026-06-01 14:56:00,True,3.01,7.52,1.0
DO202606010085,2026-06-01,0,False,False,R02,P042,V06,无异常,0.0,0.0,2026-06-01 11:59:54.000,2026-06-01 11:59:54.000000000,2026-06-01 12:49:00.000000000,2026-06-01 12:59:00,2026-06-01 14:59:00,True,3.63,6.79,1.0
DO202606010086,2026-06-01,0,False,False,R02,P042,V02,无异常,0.0,0.0,2026-06-01 12:02:54.000,2026-06-01 12:02:54.000000000,2026-06-01 12:52:00.000000000,2026-06-01 13:02:00,2026-06-01 15:02:00,True,4.02,8.94,0.9091
DO202606010087,2026-06-01,0,False,False,R02,P043,V05,无异常,0.0,0.0,2026-06-01 09:19:07.200,2026-06-01 09:19:07.200000000,2026-06-01 10:13:00.000000000,2026-06-01 10:23:00,2026-06-01 12:23:00,True,3.8,6.08,1.0
DO202606010088,2026-06-01,0,False,False,R02,P043,V04,无异常,0.0,0.0,2026-06-01 09:22:07.200,2026-06-01 09:22:07.200000000,2026-06-01 10:16:00.000000000,2026-06-01 10:26:00,2026-06-01 12:26:00,True,3.38,7.6,1.0
DO202606010089,2026-06-01,0,False,False,R02,P044,V04,无异常,0.0,0.0,2026-06-01 12:38:18.000,2026-06-01 12:38:18.000000000,2026-06-01 13:32:00.000000000,2026-06-01 13:42:00,2026-06-01 15:42:00,True,4.06,8.02,0.9167
DO202606010090,2026-06-01,0,False,False,R08,P045,V09,无异常,0.0,0.0,2026-06-01 12:22:25.800,2026-06-01 12:22:25.800000000,2026-06-01 13:11:00.000000000,2026-06-01 13:21:00,2026-06-01 15:21:00,True,4.4,7.29,1.0
DO202606010091,2026-06-01,0,False,False,R08,P045,V15,无异常,0.0,0.0,2026-06-01 12:31:25.800,2026-06-01 12:31:25.800000000,2026-06-01 13:20:00.000000000,2026-06-01 13:30:00,2026-06-01 15:30:00,True,4.79,6.12,1.0
DO202606010092,2026-06-01,0,False,False,R08,P046,V05,无异常,0.0,0.0,2026-06-01 10:39:02.400,2026-06-01 10:39:02.400000000,2026-06-01 11:17:00.000000000,2026-06-01 11:27:00,2026-06-01 13:27:00,True,3.51,8.84,0.7778
DO202606010093,2026-06-01,0,False,False,R08,P046,V15,无异常,0.0,0.0,2026-06-01 10:41:02.400,2026-06-01 10:41:02.400000000,2026-06-01 11:19:00.000000000,2026-06-01 11:29:00,2026-06-01 13:29:00,True,4.68,6.86,1.0
DO202606010094,2026-06-01,0,False,False,R08,P046,V02,无异常,0.0,0.0,2026-06-01 10:42:02.400,2026-06-01 10:42:02.400000000,2026-06-01 11:20:00.000000000,2026-06-01 11:30:00,2026-06-01 13:30:00,True,4.91,7.6,1.0
DO202606010095,2026-06-01,0,False,False,R08,P046,V06,无异常,0.0,0.0,2026-06-01 10:42:02.400,2026-06-01 10:42:02.400000000,2026-06-01 11:20:00.000000000,2026-06-01 11:30:00,2026-06-01 13:30:00,True,3.94,7.51,1.0
DO202606010096,2026-06-01,0,False,False,R08,P046,V08,故障,185.8,155.0,2026-06-01 10:47:02.400,2026-06-01 13:52:53.289439074,2026-06-01 14:30:50.889439074,2026-06-01 11:35:00,2026-06-01 13:35:00,False,4.26,6.3,1.0
DO202606010097,2026-06-01,0,False,False,R08,P047,V07,无异常,0.0,0.0,2026-06-01 11:36:01.800,2026-06-01 11:36:01.800000000,2026-06-01 12:18:00.000000000,2026-06-01 12:28:00,2026-06-01 14:28:00,True,4.1,7.65,1.0
DO202606010098,2026-06-01,0,False,False,R08,P047,V02,无异常,0.0,0.0,2026-06-01 11:36:01.800,2026-06-01 11:36:01.800000000,2026-06-01 12:18:00.000000000,2026-06-01 12:28:00,2026-06-01 14:28:00,True,3.89,6.69,1.0
DO202606010099,2026-06-01,0,False,False,R08,P047,V15,无异常,0.0,0.0,2026-06-01 11:39:01.800,2026-06-01 11:39:01.800000000,2026-06-01 12:21:00.000000000,2026-06-01 12:31:00,2026-06-01 14:31:00,True,3.93,8.21,0.9
DO202606010100,2026-06-01,0,False,False,R08,P048,V04,无异常,0.0,0.0,2026-06-01 09:21:04.800,2026-06-01 09:21:04.800000000,2026-06-01 10:07:00.000000000,2026-06-01 10:17:00,2026-06-01 12:17:00,True,4.15,6.31,1.0
DO202606010101,2026-06-01,0,False,False,R08,P048,V02,无异常,0.0,0.0,2026-06-01 09:24:04.800,2026-06-01 09:24:04.800000000,2026-06-01 10:10:00.000000000,2026-06-01 10:20:00,2026-06-01 12:20:00,True,4.03,7.12,1.0
DO202606010102,2026-06-01,0,False,False,R08,P048,V14,无异常,0.0,0.0,2026-06-01 09:28:04.800,2026-06-01 09:28:04.800000000,2026-06-01 10:14:00.000000000,2026-06-01 10:24:00,2026-06-01 12:24:00,True,4.29,9.55,0.9091
DO202606010103,2026-06-01,0,False,False,R08,P048,V08,无异常,0.0,0.0,2026-06-01 09:28:04.800,2026-06-01 09:28:04.800000000,2026-06-01 10:14:00.000000000,2026-06-01 10:24:00,2026-06-01 12:24:00,True,4.4,6.89,1.0
DO202606010104,2026-06-01,0,False,False,R08,P049,V06,无异常,0.0,0.0,2026-06-01 13:33:04.800,2026-06-01 13:33:04.800000000,2026-06-01 14:19:00.000000000,2026-06-01 14:29:00,2026-06-01 16:29:00,True,4.52,6.13,1.0
