vehicle_id,date,n_orders,load_kg,volume_m3,rated_payload_kg,rated_volume_m3,load_rate,volume_rate
V01,2026-07-13,12,821.49,5.5019,1400.0,18.0,0.5867785714285715,0.3056611111111111
V01,2026-07-14,9,285.55,2.8673,1400.0,18.0,0.2039642857142857,0.15929444444444446
V01,2026-07-15,10,1257.75,4.9633,1400.0,18.0,0.8983928571428571,0.2757388888888889
V01,2026-07-16,14,1154.6,18.401699999999998,1400.0,18.0,0.8247142857142856,1.0223166666666665
V01,2026-07-17,13,1636.62,3.0734999999999997,1400.0,18.0,1.1690142857142856,0.17074999999999999
V01,2026-07-18,9,735.07,2.6663,1400.0,18.0,0.52505,0.14812777777777777
V01,2026-07-19,8,757.22,2.8877,1400.0,18.0,0.5408714285714286,0.16042777777777778
V01,2026-07-20,15,2549.35,8.0045,1400.0,18.0,1.8209642857142856,0.44469444444444445
V01,2026-07-21,9,888.3,3.5976000000000004,1400.0,18.0,0.6345,0.1998666666666667
V01,2026-07-22,5,122.26,2.0578,1400.0,18.0,0.08732857142857144,0.11432222222222221
V01,2026-07-23,11,575.91,3.7701,1400.0,18.0,0.4113642857142857,0.20945
V01,2026-07-24,9,1144.6200000000001,10.7472,1400.0,18.0,0.8175857142857144,0.5970666666666666
V01,2026-07-25,12,1841.9,8.1232,1400.0,18.0,1.3156428571428571,0.4512888888888889
V01,2026-07-26,11,1096.4,4.2165,1400.0,18.0,0.7831428571428573,0.23424999999999999
V01,2026-07-27,13,1251.07,9.3338,1400.0,18.0,0.8936214285714286,0.5185444444444445
V01,2026-07-28,15,1065.32,9.872,1400.0,18.0,0.7609428571428571,0.5484444444444444
V01,2026-07-29,15,665.7099999999999,11.0074,1400.0,18.0,0.4755071428571428,0.6115222222222223
V01,2026-07-30,13,1270.29,17.0264,1400.0,18.0,0.90735,0.945911111111111
V01,2026-07-31,10,452.94,7.6037,1400.0,18.0,0.32352857142857144,0.4224277777777778
V01,2026-08-01,11,1061.74,3.0833,1400.0,18.0,0.7583857142857143,0.17129444444444444
V01,2026-08-02,12,999.72,6.7527,1400.0,18.0,0.7140857142857143,0.37515
V01,2026-08-03,16,1250.31,10.4284,1400.0,18.0,0.8930785714285714,0.5793555555555555
V01,2026-08-04,13,1970.83,5.0558,1400.0,18.0,1.4077357142857143,0.2808777777777778
V01,2026-08-05,7,302.24,3.7961,1400.0,18.0,0.2158857142857143,0.21089444444444444
V01,2026-08-06,10,489.39,5.743399999999999,1400.0,18.0,0.3495642857142857,0.31907777777777774
V01,2026-08-07,7,389.35,5.0495,1400.0,18.0,0.2781071428571429,0.28052777777777776
V01,2026-08-08,10,931.21,5.1917,1400.0,18.0,0.66515,0.2884277777777778
V01,2026-08-09,14,2180.69,13.383299999999998,1400.0,18.0,1.5576357142857142,0.7435166666666666
V01,2026-08-10,4,221.01999999999998,1.5408,1400.0,18.0,0.15787142857142855,0.0856
V01,2026-08-11,16,1079.33,6.2324,1400.0,18.0,0.7709499999999999,0.34624444444444447
V01,2026-08-12,11,1063.97,4.494,1400.0,18.0,0.7599785714285715,0.24966666666666665
V01,2026-08-13,11,1203.31,5.512899999999999,1400.0,18.0,0.8595071428571428,0.30627222222222217
V01,2026-08-14,6,262.09,1.3826,1400.0,18.0,0.18720714285714285,0.07681111111111111
V01,2026-08-15,6,392.06,7.9531,1400.0,18.0,0.28004285714285715,0.4418388888888889
V01,2026-08-16,11,2016.36,5.0436,1400.0,18.0,1.4402571428571427,0.2802
V01,2026-08-17,14,1291.25,5.6333,1400.0,18.0,0.9223214285714286,0.31296111111111113
V01,2026-08-18,20,1863.8700000000001,10.0177,1400.0,18.0,1.3313357142857143,0.5565388888888889
V01,2026-08-19,7,1014.3199999999999,2.1959999999999997,1400.0,18.0,0.7245142857142857,0.12199999999999998
V01,2026-08-20,6,799.3800000000001,4.2258,1400.0,18.0,0.5709857142857143,0.23476666666666665
V01,2026-08-21,7,285.06,4.5561,1400.0,18.0,0.20361428571428572,0.25311666666666666
V01,2026-08-22,11,1241.27,5.8373,1400.0,18.0,0.8866214285714286,0.32429444444444444
V01,2026-08-23,10,839.0500000000001,7.067499999999999,1400.0,18.0,0.5993214285714287,0.3926388888888888
V01,2026-08-24,8,1600.86,5.7223999999999995,1400.0,18.0,1.1434714285714285,0.3179111111111111
V01,2026-08-25,5,711.41,1.8191,1400.0,18.0,0.50815,0.1010611111111111
V01,2026-08-26,8,1133.91,4.2903,1400.0,18.0,0.8099357142857143,0.23835
V01,2026-08-27,10,1178.4299999999998,5.827,1400.0,18.0,0.8417357142857141,0.32372222222222224
V01,2026-08-28,7,475.33000000000004,4.898499999999999,1400.0,18.0,0.3395214285714286,0.2721388888888889
V01,2026-08-29,16,972.77,5.7867999999999995,1400.0,18.0,0.6948357142857142,0.3214888888888889
V02,2026-06-01,9,892.1600000000001,7.1135,1400.0,18.0,0.637257142857143,0.39519444444444446
V02,2026-06-02,8,681.86,2.0677,1400.0,18.0,0.48704285714285717,0.11487222222222221
V02,2026-06-03,16,1157.0700000000002,7.4035,1400.0,18.0,0.8264785714285715,0.4113055555555556
V02,2026-06-04,6,233.60999999999999,4.0268999999999995,1400.0,18.0,0.16686428571428571,0.22371666666666665
V02,2026-06-05,13,3254.0299999999997,4.0778,1400.0,18.0,2.3243071428571427,0.22654444444444444
V02,2026-06-06,13,1344.0,22.9781,1400.0,18.0,0.96,1.2765611111111113
V02,2026-06-07,10,919.24,4.9506,1400.0,18.0,0.6566,0.2750333333333333
V02,2026-06-08,10,1362.25,3.0912,1400.0,18.0,0.9730357142857143,0.17173333333333335
V02,2026-06-09,13,1083.5900000000001,8.060599999999999,1400.0,18.0,0.7739928571428573,0.44781111111111105
V02,2026-06-10,8,388.31,0.7515000000000001,1400.0,18.0,0.27736428571428573,0.04175
V02,2026-06-11,7,580.06,2.6464,1400.0,18.0,0.4143285714285714,0.14702222222222222
V02,2026-06-12,13,1167.16,18.3768,1400.0,18.0,0.8336857142857144,1.0209333333333332
V02,2026-06-13,6,524.35,1.2225000000000001,1400.0,18.0,0.3745357142857143,0.06791666666666668
V02,2026-06-14,9,380.89,5.9991,1400.0,18.0,0.2720642857142857,0.3332833333333334
V02,2026-06-15,10,1731.59,14.909,1400.0,18.0,1.23685,0.8282777777777778
V02,2026-06-16,8,534.23,2.6805,1400.0,18.0,0.3815928571428572,0.14891666666666667
V02,2026-06-17,14,817.9,10.7491,1400.0,18.0,0.5842142857142857,0.5971722222222222
V02,2026-06-18,10,1312.76,4.8965,1400.0,18.0,0.9376857142857142,0.27202777777777776
V02,2026-06-19,8,1250.08,2.5501,1400.0,18.0,0.8929142857142857,0.14167222222222223
V02,2026-06-20,13,794.5,5.4092,1400.0,18.0,0.5675,0.3005111111111111
V02,2026-06-21,13,924.51,10.4556,1400.0,18.0,0.6603642857142857,0.5808666666666666
V02,2026-06-22,7,635.49,4.2605,1400.0,18.0,0.4539214285714286,0.23669444444444446
V02,2026-06-23,14,1662.75,6.5843,1400.0,18.0,1.1876785714285714,0.3657944444444444
V02,2026-06-24,9,792.23,3.6484,1400.0,18.0,0.5658785714285715,0.2026888888888889
V02,2026-06-25,4,69.55000000000001,1.4351,1400.0,18.0,0.04967857142857144,0.07972777777777779
V02,2026-06-26,7,515.72,3.8771,1400.0,18.0,0.36837142857142857,0.21539444444444444
V02,2026-06-27,8,776.75,10.0869,1400.0,18.0,0.5548214285714286,0.5603833333333333
V02,2026-06-28,12,697.04,10.0898,1400.0,18.0,0.49788571428571426,0.5605444444444445
V02,2026-06-29,8,199.33,5.7448,1400.0,18.0,0.14237857142857144,0.3191555555555555
V02,2026-06-30,12,310.86,11.1442,1400.0,18.0,0.22204285714285715,0.6191222222222222
V02,2026-07-01,5,787.42,1.283,1400.0,18.0,0.5624428571428571,0.07127777777777777
V02,2026-07-02,4,290.55,1.0649000000000002,1400.0,18.0,0.2075357142857143,0.05916111111111112
V02,2026-07-03,6,363.13,4.9268,1400.0,18.0,0.2593785714285714,0.2737111111111111
V02,2026-07-04,5,316.14,0.6229,1400.0,18.0,0.22581428571428572,0.034605555555555556
V02,2026-07-05,13,402.79,3.097,1400.0,18.0,0.2877071428571429,0.17205555555555554
V02,2026-07-06,15,2507.74,9.9314,1400.0,18.0,1.791242857142857,0.5517444444444445
V02,2026-07-07,7,711.13,2.7054,1400.0,18.0,0.50795,0.1503
V02,2026-07-08,10,795.6,6.5021,1400.0,18.0,0.5682857142857143,0.3612277777777778
V02,2026-07-09,10,908.05,5.292400000000001,1400.0,18.0,0.6486071428571428,0.29402222222222224
V02,2026-07-10,12,1131.97,7.2404,1400.0,18.0,0.80855,0.40224444444444446
V02,2026-07-11,9,574.89,5.0262,1400.0,18.0,0.41063571428571427,0.27923333333333333
V02,2026-07-12,5,428.24000000000007,5.016,1400.0,18.0,0.3058857142857143,0.2786666666666667
V02,2026-07-13,16,1697.69,7.5961,1400.0,18.0,1.2126357142857143,0.4220055555555555
V02,2026-07-14,7,470.46,4.8006,1400.0,18.0,0.33604285714285714,0.2667
V02,2026-07-15,10,216.66,2.5506,1400.0,18.0,0.15475714285714284,0.14170000000000002
V02,2026-07-16,10,424.06,4.0999,1400.0,18.0,0.3029,0.2277722222222222
V02,2026-07-17,9,801.4000000000001,2.2253,1400.0,18.0,0.5724285714285715,0.12362777777777777
V02,2026-07-18,9,419.41,4.0807,1400.0,18.0,0.29957857142857147,0.22670555555555558
V02,2026-07-19,11,1208.85,6.3854999999999995,1400.0,18.0,0.8634642857142857,0.35474999999999995
V02,2026-07-20,9,393.62,2.3762,1400.0,18.0,0.2811571428571429,0.1320111111111111
V02,2026-07-21,6,566.28,2.5393,1400.0,18.0,0.4044857142857143,0.1410722222222222
V02,2026-07-22,11,3201.2,6.1402,1400.0,18.0,2.2865714285714285,0.3411222222222222
V02,2026-07-23,9,348.24,5.3366,1400.0,18.0,0.24874285714285715,0.2964777777777778
V02,2026-07-24,5,292.58,3.0581,1400.0,18.0,0.20898571428571427,0.16989444444444446
V02,2026-07-25,13,1054.31,4.2175,1400.0,18.0,0.7530785714285714,0.23430555555555557
V02,2026-07-26,7,808.17,1.9231,1400.0,18.0,0.5772642857142857,0.10683888888888889
V02,2026-07-27,8,285.02,9.7723,1400.0,18.0,0.2035857142857143,0.5429055555555555
V02,2026-07-28,13,1376.75,20.6169,1400.0,18.0,0.9833928571428572,1.1453833333333334
V02,2026-07-29,6,1334.83,1.6992,1400.0,18.0,0.9534499999999999,0.0944
V02,2026-07-30,9,307.33,2.1973000000000003,1400.0,18.0,0.21952142857142856,0.12207222222222223
V02,2026-07-31,17,1204.23,15.016700000000002,1400.0,18.0,0.8601642857142857,0.8342611111111112
V02,2026-08-01,5,253.68,6.4353,1400.0,18.0,0.1812,0.35751666666666665
V02,2026-08-02,8,240.78,3.497,1400.0,18.0,0.1719857142857143,0.19427777777777777
V02,2026-08-03,7,1092.5,7.2514,1400.0,18.0,0.7803571428571429,0.4028555555555556
V02,2026-08-04,10,170.34,2.8764,1400.0,18.0,0.12167142857142857,0.1598
V02,2026-08-05,15,1350.88,12.1526,1400.0,18.0,0.9649142857142858,0.6751444444444444
V02,2026-08-06,13,1267.04,3.6596,1400.0,18.0,0.9050285714285714,0.2033111111111111
V02,2026-08-07,7,341.02000000000004,8.8863,1400.0,18.0,0.24358571428571432,0.49368333333333336
V02,2026-08-08,7,186.62,1.8594,1400.0,18.0,0.1333,0.1033
V02,2026-08-09,10,1878.72,9.526200000000001,1400.0,18.0,1.341942857142857,0.5292333333333334
V02,2026-08-10,8,332.57,3.2323999999999997,1400.0,18.0,0.23754999999999998,0.17957777777777775
V02,2026-08-11,11,2019.0100000000002,6.8594,1400.0,18.0,1.4421500000000003,0.3810777777777778
V02,2026-08-12,14,996.88,22.5751,1400.0,18.0,0.7120571428571428,1.2541722222222222
V02,2026-08-13,6,525.99,3.3042000000000002,1400.0,18.0,0.37570714285714285,0.18356666666666668
V02,2026-08-14,15,1201.67,8.6765,1400.0,18.0,0.8583357142857143,0.48202777777777783
V02,2026-08-15,15,1319.39,5.1452,1400.0,18.0,0.9424214285714286,0.28584444444444446
V02,2026-08-16,12,988.34,8.4893,1400.0,18.0,0.7059571428571428,0.47162777777777776
V02,2026-08-17,12,676.9200000000001,7.4968,1400.0,18.0,0.4835142857142858,0.4164888888888889
V02,2026-08-18,7,191.21,4.265,1400.0,18.0,0.13657857142857144,0.23694444444444443
V02,2026-08-19,12,755.8199999999999,5.7276,1400.0,18.0,0.5398714285714286,0.3182
V02,2026-08-20,9,424.63,3.9284,1400.0,18.0,0.30330714285714283,0.21824444444444444
V02,2026-08-21,10,841.63,3.1125,1400.0,18.0,0.6011642857142857,0.17291666666666666
V02,2026-08-22,7,471.45,2.8971999999999998,1400.0,18.0,0.33675,0.16095555555555555
V02,2026-08-23,6,542.75,2.8014,1400.0,18.0,0.38767857142857143,0.15563333333333335
V02,2026-08-24,8,246.22,6.3842,1400.0,18.0,0.17587142857142857,0.35467777777777776
V02,2026-08-25,7,281.17,38.864799999999995,1400.0,18.0,0.20083571428571428,2.1591555555555555
V02,2026-08-26,13,838.0600000000001,18.5021,1400.0,18.0,0.5986142857142858,1.0278944444444444
V02,2026-08-27,9,1049.72,11.8414,1400.0,18.0,0.7498,0.6578555555555555
V02,2026-08-28,7,340.57,8.804300000000001,1400.0,18.0,0.2432642857142857,0.48912777777777783
V02,2026-08-29,4,178.64999999999998,2.277,1400.0,18.0,0.12760714285714284,0.1265
V03,2026-06-01,9,685.22,7.0743,1400.0,18.0,0.4894428571428572,0.3930166666666667
V03,2026-06-02,8,438.56,4.358099999999999,1400.0,18.0,0.31325714285714285,0.24211666666666665
V03,2026-06-03,7,635.29,1.8534,1400.0,18.0,0.4537785714285714,0.10296666666666666
V03,2026-06-04,7,1063.16,1.4987,1400.0,18.0,0.7594000000000001,0.0832611111111111
V03,2026-06-05,7,1122.32,3.4354,1400.0,18.0,0.8016571428571428,0.19085555555555556
V03,2026-06-06,10,1422.0900000000001,3.7911,1400.0,18.0,1.0157785714285716,0.21061666666666667
V03,2026-06-07,10,1004.91,5.0671,1400.0,18.0,0.7177928571428571,0.28150555555555556
V03,2026-06-08,5,1099.46,2.6207000000000003,1400.0,18.0,0.7853285714285715,0.14559444444444447
V03,2026-06-09,3,94.58,3.2586,1400.0,18.0,0.06755714285714286,0.18103333333333332
V03,2026-06-10,12,852.21,4.3758,1400.0,18.0,0.6087214285714286,0.24309999999999998
V03,2026-06-11,10,2365.24,2.8857,1400.0,18.0,1.6894571428571428,0.16031666666666666
V03,2026-06-12,14,2008.05,11.4219,1400.0,18.0,1.4343214285714285,0.6345500000000001
V03,2026-06-13,9,536.62,4.7608,1400.0,18.0,0.38330000000000003,0.2644888888888889
V03,2026-06-14,15,1802.25,4.5338,1400.0,18.0,1.2873214285714285,0.2518777777777778
V03,2026-06-15,12,736.5,5.38,1400.0,18.0,0.5260714285714285,0.29888888888888887
V03,2026-06-16,7,962.5699999999999,4.0968,1400.0,18.0,0.68755,0.2276
V03,2026-06-17,7,2074.58,2.8245,1400.0,18.0,1.481842857142857,0.15691666666666668
V03,2026-06-18,7,141.87,3.2635,1400.0,18.0,0.10133571428571429,0.18130555555555555
V03,2026-06-19,7,278.72,2.5691,1400.0,18.0,0.1990857142857143,0.1427277777777778
V03,2026-06-20,10,492.8,1.9395,1400.0,18.0,0.35200000000000004,0.10775
V03,2026-06-21,14,1004.0699999999999,10.8493,1400.0,18.0,0.7171928571428571,0.6027388888888888
V03,2026-06-22,10,884.45,8.7258,1400.0,18.0,0.63175,0.4847666666666666
V03,2026-06-23,9,872.68,9.6244,1400.0,18.0,0.6233428571428571,0.5346888888888889
V03,2026-06-24,14,1827.73,59.8367,1400.0,18.0,1.3055214285714285,3.3242611111111113
V03,2026-06-25,14,1027.89,7.6993,1400.0,18.0,0.734207142857143,0.4277388888888889
V03,2026-06-26,9,406.47,3.0906,1400.0,18.0,0.2903357142857143,0.1717
V03,2026-06-27,10,1059.66,6.4178,1400.0,18.0,0.7569,0.35654444444444444
V03,2026-06-28,9,1131.05,3.192,1400.0,18.0,0.8078928571428571,0.17733333333333334
V03,2026-06-29,9,625.17,1.9097,1400.0,18.0,0.44654999999999995,0.10609444444444444
V03,2026-06-30,5,298.7,2.752,1400.0,18.0,0.21335714285714286,0.15288888888888888
V03,2026-07-01,12,1367.97,4.5792,1400.0,18.0,0.9771214285714286,0.2544
V03,2026-07-02,11,1369.14,5.3238,1400.0,18.0,0.977957142857143,0.2957666666666667
V03,2026-07-03,7,558.33,3.2939000000000003,1400.0,18.0,0.39880714285714286,0.18299444444444446
V03,2026-07-04,9,1312.96,13.936,1400.0,18.0,0.9378285714285715,0.7742222222222223
V03,2026-07-05,9,430.40999999999997,2.4952,1400.0,18.0,0.30743571428571426,0.13862222222222223
V03,2026-07-06,9,1045.65,13.5039,1400.0,18.0,0.7468928571428572,0.7502166666666666
V03,2026-07-07,9,407.41999999999996,13.102500000000001,1400.0,18.0,0.29101428571428567,0.7279166666666668
V03,2026-07-08,7,307.63,4.5234,1400.0,18.0,0.21973571428571428,0.25129999999999997
V03,2026-07-09,10,839.12,4.051,1400.0,18.0,0.5993714285714286,0.22505555555555556
V03,2026-07-10,9,955.48,5.4648,1400.0,18.0,0.6824857142857143,0.30360000000000004
V03,2026-07-11,5,130.9,6.763,1400.0,18.0,0.0935,0.37572222222222224
V03,2026-07-12,17,1946.87,18.1143,1400.0,18.0,1.3906214285714285,1.00635
V03,2026-07-13,15,1486.77,8.5749,1400.0,18.0,1.0619785714285714,0.4763833333333333
V03,2026-07-14,7,1293.6799999999998,2.0277,1400.0,18.0,0.9240571428571427,0.11264999999999999
V03,2026-07-15,10,1171.94,5.593,1400.0,18.0,0.8371000000000001,0.31072222222222223
V03,2026-07-16,14,1071.32,8.0694,1400.0,18.0,0.7652285714285714,0.4483
V03,2026-07-17,6,595.06,1.1953,1400.0,18.0,0.4250428571428571,0.06640555555555555
V03,2026-07-18,9,760.5,9.2281,1400.0,18.0,0.5432142857142858,0.5126722222222222
V03,2026-07-19,9,709.27,15.3279,1400.0,18.0,0.5066214285714286,0.85155
V03,2026-07-20,6,1165.58,5.7267,1400.0,18.0,0.8325571428571428,0.31815
V03,2026-07-21,7,668.31,0.9999,1400.0,18.0,0.4773642857142857,0.05555
V03,2026-07-22,9,1198.45,3.2177,1400.0,18.0,0.8560357142857143,0.1787611111111111
V03,2026-07-23,9,916.39,1.5921,1400.0,18.0,0.6545642857142857,0.08845
V03,2026-07-24,9,379.96,3.4029,1400.0,18.0,0.2714,0.18905
V03,2026-07-25,7,561.77,2.6031,1400.0,18.0,0.4012642857142857,0.14461666666666667
V03,2026-07-26,7,2051.09,2.9501,1400.0,18.0,1.4650642857142857,0.16389444444444445
V03,2026-07-27,7,707.59,7.4269,1400.0,18.0,0.5054214285714286,0.41260555555555556
V03,2026-07-28,5,545.05,11.4445,1400.0,18.0,0.38932142857142854,0.6358055555555555
V03,2026-07-29,4,417.81,2.4349000000000003,1400.0,18.0,0.2984357142857143,0.13527222222222224
V03,2026-07-30,10,524.91,4.434,1400.0,18.0,0.37493571428571426,0.24633333333333335
V03,2026-07-31,16,7112.030000000001,9.0328,1400.0,18.0,5.080021428571429,0.5018222222222222
V03,2026-08-01,11,2056.2,27.2924,1400.0,18.0,1.4687142857142856,1.5162444444444445
V03,2026-08-02,12,710.51,3.9426,1400.0,18.0,0.5075071428571428,0.21903333333333333
V03,2026-08-03,10,284.43,5.7755,1400.0,18.0,0.20316428571428571,0.3208611111111111
V03,2026-08-04,4,829.76,1.9786,1400.0,18.0,0.5926857142857143,0.10992222222222221
V03,2026-08-05,9,6672.96,4.0192,1400.0,18.0,4.7664,0.22328888888888887
V03,2026-08-06,8,523.97,5.603899999999999,1400.0,18.0,0.3742642857142857,0.31132777777777776
V03,2026-08-07,12,1059.94,9.585,1400.0,18.0,0.7571,0.5325000000000001
V03,2026-08-08,8,1070.8600000000001,5.2347,1400.0,18.0,0.7649000000000001,0.29081666666666667
V03,2026-08-09,9,1072.67,11.4457,1400.0,18.0,0.7661928571428572,0.6358722222222223
V03,2026-08-10,12,902.74,10.082799999999999,1400.0,18.0,0.6448142857142857,0.5601555555555555
V03,2026-08-11,6,296.65,2.0557,1400.0,18.0,0.21189285714285713,0.11420555555555555
V03,2026-08-12,8,442.15000000000003,3.4011,1400.0,18.0,0.3158214285714286,0.18895
V03,2026-08-13,11,736.88,6.3229999999999995,1400.0,18.0,0.5263428571428571,0.35127777777777774
V03,2026-08-14,10,562.54,5.4654,1400.0,18.0,0.4018142857142857,0.3036333333333333
V03,2026-08-15,12,803.2,3.7355,1400.0,18.0,0.5737142857142857,0.20752777777777778
V03,2026-08-16,13,1501.91,12.593399999999999,1400.0,18.0,1.072792857142857,0.6996333333333333
V03,2026-08-17,7,986.31,16.2423,1400.0,18.0,0.7045071428571428,0.90235
V03,2026-08-18,8,1204.69,1.983,1400.0,18.0,0.8604928571428572,0.11016666666666668
V03,2026-08-19,12,884.97,5.673500000000001,1400.0,18.0,0.6321214285714286,0.3151944444444445
V03,2026-08-20,8,861.93,4.809,1400.0,18.0,0.6156642857142857,0.26716666666666666
V03,2026-08-21,15,1211.59,6.2139999999999995,1400.0,18.0,0.8654214285714286,0.3452222222222222
V03,2026-08-22,6,1681.0400000000002,9.0482,1400.0,18.0,1.2007428571428573,0.5026777777777778
V03,2026-08-23,6,274.89,3.8956,1400.0,18.0,0.19635,0.2164222222222222
V03,2026-08-24,14,1313.01,10.8502,1400.0,18.0,0.9378642857142857,0.6027888888888888
V03,2026-08-25,6,1523.09,1.8920000000000001,1400.0,18.0,1.0879214285714285,0.10511111111111111
V03,2026-08-26,6,751.27,1.7471,1400.0,18.0,0.5366214285714286,0.09706111111111111
V03,2026-08-27,16,2815.16,8.9249,1400.0,18.0,2.010828571428571,0.49582777777777776
V03,2026-08-28,11,422.12,11.594999999999999,1400.0,18.0,0.30151428571428573,0.6441666666666666
V03,2026-08-29,12,1345.7,7.1188,1400.0,18.0,0.9612142857142858,0.3954888888888889
V04,2026-06-01,8,386.71999999999997,5.5668,1400.0,18.0,0.27622857142857143,0.30926666666666663
V04,2026-06-02,7,502.8,3.4650999999999996,1400.0,18.0,0.35914285714285715,0.19250555555555554
V04,2026-06-03,9,416.15999999999997,9.0758,1400.0,18.0,0.29725714285714283,0.504211111111111
V04,2026-06-04,10,1235.72,15.01,1400.0,18.0,0.8826571428571429,0.8338888888888889
V04,2026-06-05,5,961.04,2.5458,1400.0,18.0,0.6864571428571429,0.14143333333333333
V04,2026-06-06,12,944.72,10.2194,1400.0,18.0,0.6748000000000001,0.5677444444444445
V04,2026-06-07,11,1199.56,9.1098,1400.0,18.0,0.8568285714285714,0.5061
V04,2026-06-08,6,445.69,3.0852,1400.0,18.0,0.31835,0.1714
V04,2026-06-09,5,313.83,0.9375,1400.0,18.0,0.2241642857142857,0.052083333333333336
V04,2026-06-10,12,630.78,3.9389000000000003,1400.0,18.0,0.4505571428571428,0.2188277777777778
V04,2026-06-11,6,1117.58,4.9542,1400.0,18.0,0.7982714285714285,0.27523333333333333
V04,2026-06-12,4,257.2,0.7498,1400.0,18.0,0.18371428571428572,0.04165555555555556
V04,2026-06-13,5,305.15,11.9588,1400.0,18.0,0.2179642857142857,0.6643777777777777
V04,2026-06-14,8,392.59000000000003,2.7011,1400.0,18.0,0.2804214285714286,0.1500611111111111
V04,2026-06-15,6,607.1899999999999,3.5101999999999998,1400.0,18.0,0.4337071428571428,0.1950111111111111
V04,2026-06-16,10,945.9200000000001,2.8827,1400.0,18.0,0.675657142857143,0.16015
